km,station,train_id,time,hr,min,scenario
52,SANTA CLARA,REG (C-LCL) 23_multi_1,984,16,24,Moderate NB
58,LAWRENCE,REG (C-LCL) 23_multi_1,989,16,29,Moderate NB
61,SUNNYVALE,REG (C-LCL) 23_multi_1,992,16,32,Moderate NB
65,MOUNTAIN VIEW,REG (C-LCL) 23_multi_1,996,16,36,Moderate NB
69,SAN ANTONIO,REG (C-LCL) 23_multi_1,999,16,39,Moderate NB
72,CALIFORNIA AVENUE,REG (C-LCL) 23_multi_1,1006,16,46,Moderate NB
75,PALO ALTO,REG (C-LCL) 23_multi_1,1009,16,49,Moderate NB
77,MENLO PARK,REG (C-LCL) 23_multi_1,1012,16,52,Moderate NB
0,GILROY (HSR) $,HSR nan_single_76,953,15,53,Moderate NB
48,SAN JOSE,HSR nan_single_76,977,16,17,Moderate NB
35,BLOSSOM HILL (HSR) $,REG (C-EXP) 23_multi_2,974,16,14,Moderate NB
40,CAPITOL (HSR) $,REG (C-EXP) 23_multi_2,978,16,18,Moderate NB
45,TAMIEN (HSR) $,REG (C-EXP) 23_multi_2,982,16,22,Moderate NB
48,SAN JOSE,REG (C-EXP) 23_multi_2,985,16,25,Moderate NB
0,GILROY (HSR) $,HSR 886_single_77,963,16,3,Moderate NB
48,SAN JOSE,HSR 886_single_77,987,16,27,Moderate NB
101,MILLBRAE,HSR 886_single_77,1021,17,1,Moderate NB
124,TOWNSEND / 4TH AND KING $,HSR 886_single_77,1036,17,16,Moderate NB
126,SALESFORCE TRANSIT CENTER (STC) $,HSR 886_single_77,1040,17,20,Moderate NB
83,REDWOOD CITY,REG (C-LCL) 224_multi_1,1005,16,45,Moderate NB
88,BELMONT,REG (C-LCL) 224_multi_1,1010,16,50,Moderate NB
91,HILLSDALE,REG (C-LCL) 224_multi_1,1013,16,53,Moderate NB
93,HAYWARD PARK,REG (C-LCL) 224_multi_1,1017,16,57,Moderate NB
97,BURLINGAME,REG (C-LCL) 224_multi_1,1021,17,1,Moderate NB
101,MILLBRAE,REG (C-LCL) 224_multi_1,1024,17,4,Moderate NB
106,SAN BRUNO,REG (C-LCL) 224_multi_1,1028,17,8,Moderate NB
109,SOUTH SAN FRANCISCO ,REG (C-LCL) 224_multi_1,1031,17,11,Moderate NB
115,BAYSHORE,REG (C-LCL) 224_multi_1,1035,17,15,Moderate NB
121,22nd STREET,REG (C-LCL) 224_multi_1,1040,17,20,Moderate NB
124,TOWNSEND / 4TH AND KING $,REG (C-LCL) 224_multi_1,1044,17,24,Moderate NB
126,SALESFORCE TRANSIT CENTER (STC) $,REG (C-LCL) 224_multi_1,1048,17,28,Moderate NB
61,SUNNYVALE,REG (C-EXP) 23_multi_2,1002,16,42,Moderate NB
65,MOUNTAIN VIEW,REG (C-EXP) 23_multi_2,1007,16,47,Moderate NB
75,PALO ALTO,REG (C-EXP) 23_multi_2,1013,16,53,Moderate NB
83,REDWOOD CITY,REG (C-EXP) 23_multi_2,1018,16,58,Moderate NB
91,HILLSDALE,REG (C-EXP) 23_multi_2,1024,17,4,Moderate NB
101,MILLBRAE,REG (C-EXP) 23_multi_2,1030,17,10,Moderate NB
109,SOUTH SAN FRANCISCO ,REG (C-EXP) 23_multi_2,1035,17,15,Moderate NB
121,22nd STREET,REG (C-EXP) 23_multi_2,1043,17,23,Moderate NB
124,TOWNSEND / 4TH AND KING $,REG (C-EXP) 23_multi_2,1048,17,28,Moderate NB
126,SALESFORCE TRANSIT CENTER (STC) $,REG (C-EXP) 23_multi_2,1052,17,32,Moderate NB
45,TAMIEN (HSR) $,REG (C-LCL) 122_multi_1,987,16,27,Moderate NB
48,SAN JOSE,REG (C-LCL) 122_multi_1,990,16,30,Moderate NB
52,SANTA CLARA,REG (C-LCL) 122_multi_1,999,16,39,Moderate NB
58,LAWRENCE,REG (C-LCL) 122_multi_1,1004,16,44,Moderate NB
61,SUNNYVALE,REG (C-LCL) 122_multi_1,1007,16,47,Moderate NB
65,MOUNTAIN VIEW,REG (C-LCL) 122_multi_1,1010,16,50,Moderate NB
69,SAN ANTONIO,REG (C-LCL) 122_multi_1,1014,16,54,Moderate NB
72,CALIFORNIA AVENUE,REG (C-LCL) 122_multi_1,1021,17,1,Moderate NB
75,PALO ALTO,REG (C-LCL) 122_multi_1,1024,17,4,Moderate NB
79,ATHERTON,REG (C-LCL) 122_multi_1,1027,17,7,Moderate NB
0,GILROY (HSR) $,REG (C-EXP) 23_multi_3,970,16,10,Moderate NB
16,MORGAN HILL (HSR) $,REG (C-EXP) 23_multi_3,980,16,20,Moderate NB
35,BLOSSOM HILL (HSR) $,REG (C-EXP) 23_multi_3,989,16,29,Moderate NB
40,CAPITOL (HSR) $,REG (C-EXP) 23_multi_3,993,16,33,Moderate NB
45,TAMIEN (HSR) $,REG (C-EXP) 23_multi_3,997,16,37,Moderate NB
48,SAN JOSE,REG (C-EXP) 23_multi_3,1000,16,40,Moderate NB
0,GILROY (HSR) $,HSR 888_single_78,978,16,18,Moderate NB
48,SAN JOSE,HSR 888_single_78,1002,16,42,Moderate NB
101,MILLBRAE,HSR 888_single_78,1036,17,16,Moderate NB
126,SALESFORCE TRANSIT CENTER (STC) $,HSR 888_single_78,1055,17,35,Moderate NB
83,REDWOOD CITY,REG (C-LCL) 23_multi_3,1020,17,0,Moderate NB
86,SAN CARLOS,REG (C-LCL) 23_multi_3,1024,17,4,Moderate NB
91,HILLSDALE,REG (C-LCL) 23_multi_3,1028,17,8,Moderate NB
93,HAYWARD PARK,REG (C-LCL) 23_multi_3,1031,17,11,Moderate NB
95,SAN MATEO,REG (C-LCL) 23_multi_3,1034,17,14,Moderate NB
99,BROADWAY,REG (C-LCL) 23_multi_3,1037,17,17,Moderate NB
106,SAN BRUNO,REG (C-LCL) 23_multi_3,1042,17,22,Moderate NB
109,SOUTH SAN FRANCISCO ,REG (C-LCL) 23_multi_3,1045,17,25,Moderate NB
115,BAYSHORE,REG (C-LCL) 23_multi_3,1050,17,30,Moderate NB
121,22nd STREET,REG (C-LCL) 23_multi_3,1054,17,34,Moderate NB
124,TOWNSEND / 4TH AND KING $,REG (C-LCL) 23_multi_3,1059,17,39,Moderate NB
126,SALESFORCE TRANSIT CENTER (STC) $,REG (C-LCL) 23_multi_3,1063,17,43,Moderate NB
61,SUNNYVALE,REG (C-EXP) 23_multi_3,1017,16,57,Moderate NB
65,MOUNTAIN VIEW,REG (C-EXP) 23_multi_3,1022,17,2,Moderate NB
75,PALO ALTO,REG (C-EXP) 23_multi_3,1028,17,8,Moderate NB
83,REDWOOD CITY,REG (C-EXP) 23_multi_3,1033,17,13,Moderate NB
91,HILLSDALE,REG (C-EXP) 23_multi_3,1039,17,19,Moderate NB
101,MILLBRAE,REG (C-EXP) 23_multi_3,1045,17,25,Moderate NB
109,SOUTH SAN FRANCISCO ,REG (C-EXP) 23_multi_3,1050,17,30,Moderate NB
121,22nd STREET,REG (C-EXP) 23_multi_3,1058,17,38,Moderate NB
124,TOWNSEND / 4TH AND KING $,REG (C-EXP) 23_multi_3,1063,17,43,Moderate NB
126,SALESFORCE TRANSIT CENTER (STC) $,REG (C-EXP) 23_multi_3,1067,17,47,Moderate NB
45,TAMIEN (HSR) $,REG (C-LCL) 24_multi_1,1002,16,42,Moderate NB
48,SAN JOSE,REG (C-LCL) 24_multi_1,1005,16,45,Moderate NB
52,SANTA CLARA,REG (C-LCL) 24_multi_1,1014,16,54,Moderate NB
58,LAWRENCE,REG (C-LCL) 24_multi_1,1019,16,59,Moderate NB
61,SUNNYVALE,REG (C-LCL) 24_multi_1,1022,17,2,Moderate NB
65,MOUNTAIN VIEW,REG (C-LCL) 24_multi_1,1026,17,6,Moderate NB
69,SAN ANTONIO,REG (C-LCL) 24_multi_1,1029,17,9,Moderate NB
72,CALIFORNIA AVENUE,REG (C-LCL) 24_multi_1,1036,17,16,Moderate NB
75,PALO ALTO,REG (C-LCL) 24_multi_1,1039,17,19,Moderate NB
77,MENLO PARK,REG (C-LCL) 24_multi_1,1042,17,22,Moderate NB
0,GILROY (HSR) $,HSR nan_single_79,983,16,23,Moderate NB
48,SAN JOSE,HSR nan_single_79,1007,16,47,Moderate NB
35,BLOSSOM HILL (HSR) $,REG (C-EXP) 24_multi_2,1004,16,44,Moderate NB
40,CAPITOL (HSR) $,REG (C-EXP) 24_multi_2,1008,16,48,Moderate NB
45,TAMIEN (HSR) $,REG (C-EXP) 24_multi_2,1012,16,52,Moderate NB
48,SAN JOSE,REG (C-EXP) 24_multi_2,1015,16,55,Moderate NB
0,GILROY (HSR) $,HSR 890_single_80,993,16,33,Moderate NB
48,SAN JOSE,HSR 890_single_80,1017,16,57,Moderate NB
101,MILLBRAE,HSR 890_single_80,1051,17,31,Moderate NB
124,TOWNSEND / 4TH AND KING $,HSR 890_single_80,1066,17,46,Moderate NB
126,SALESFORCE TRANSIT CENTER (STC) $,HSR 890_single_80,1070,17,50,Moderate NB
83,REDWOOD CITY,REG (C-LCL) 122_multi_1,1035,17,15,Moderate NB
88,BELMONT,REG (C-LCL) 122_multi_1,1040,17,20,Moderate NB
91,HILLSDALE,REG (C-LCL) 122_multi_1,1043,17,23,Moderate NB
93,HAYWARD PARK,REG (C-LCL) 122_multi_1,1047,17,27,Moderate NB
97,BURLINGAME,REG (C-LCL) 122_multi_1,1051,17,31,Moderate NB
101,MILLBRAE,REG (C-LCL) 122_multi_1,1054,17,34,Moderate NB
106,SAN BRUNO,REG (C-LCL) 122_multi_1,1058,17,38,Moderate NB
109,SOUTH SAN FRANCISCO ,REG (C-LCL) 122_multi_1,1061,17,41,Moderate NB
115,BAYSHORE,REG (C-LCL) 122_multi_1,1065,17,45,Moderate NB
121,22nd STREET,REG (C-LCL) 122_multi_1,1070,17,50,Moderate NB
124,TOWNSEND / 4TH AND KING $,REG (C-LCL) 122_multi_1,1074,17,54,Moderate NB
126,SALESFORCE TRANSIT CENTER (STC) $,REG (C-LCL) 122_multi_1,1078,17,58,Moderate NB
61,SUNNYVALE,REG (C-EXP) 24_multi_2,1032,17,12,Moderate NB
65,MOUNTAIN VIEW,REG (C-EXP) 24_multi_2,1037,17,17,Moderate NB
75,PALO ALTO,REG (C-EXP) 24_multi_2,1043,17,23,Moderate NB
83,REDWOOD CITY,REG (C-EXP) 24_multi_2,1048,17,28,Moderate NB
91,HILLSDALE,REG (C-EXP) 24_multi_2,1054,17,34,Moderate NB
101,MILLBRAE,REG (C-EXP) 24_multi_2,1060,17,40,Moderate NB
109,SOUTH SAN FRANCISCO ,REG (C-EXP) 24_multi_2,1065,17,45,Moderate NB
121,22nd STREET,REG (C-EXP) 24_multi_2,1073,17,53,Moderate NB
124,TOWNSEND / 4TH AND KING $,REG (C-EXP) 24_multi_2,1078,17,58,Moderate NB
126,SALESFORCE TRANSIT CENTER (STC) $,REG (C-EXP) 24_multi_2,1082,18,2,Moderate NB
45,TAMIEN (HSR) $,REG (C-LCL) 226_multi_1,1017,16,57,Moderate NB
48,SAN JOSE,REG (C-LCL) 226_multi_1,1020,17,0,Moderate NB
52,SANTA CLARA,REG (C-LCL) 226_multi_1,1029,17,9,Moderate NB
58,LAWRENCE,REG (C-LCL) 226_multi_1,1034,17,14,Moderate NB
61,SUNNYVALE,REG (C-LCL) 226_multi_1,1037,17,17,Moderate NB
65,MOUNTAIN VIEW,REG (C-LCL) 226_multi_1,1040,17,20,Moderate NB
69,SAN ANTONIO,REG (C-LCL) 226_multi_1,1044,17,24,Moderate NB
72,CALIFORNIA AVENUE,REG (C-LCL) 226_multi_1,1051,17,31,Moderate NB
75,PALO ALTO,REG (C-LCL) 226_multi_1,1054,17,34,Moderate NB
77,MENLO PARK,REG (C-LCL) 226_multi_1,1057,17,37,Moderate NB
0,GILROY (HSR) $,HSR nan_single_81,998,16,38,Moderate NB
48,SAN JOSE,HSR nan_single_81,1022,17,2,Moderate NB
0,GILROY (HSR) $,REG (C-EXP) 24_multi_3,1000,16,40,Moderate NB
16,MORGAN HILL (HSR) $,REG (C-EXP) 24_multi_3,1010,16,50,Moderate NB
35,BLOSSOM HILL (HSR) $,REG (C-EXP) 24_multi_3,1019,16,59,Moderate NB
40,CAPITOL (HSR) $,REG (C-EXP) 24_multi_3,1023,17,3,Moderate NB
45,TAMIEN (HSR) $,REG (C-EXP) 24_multi_3,1027,17,7,Moderate NB
48,SAN JOSE,REG (C-EXP) 24_multi_3,1030,17,10,Moderate NB
0,GILROY (HSR) $,HSR 892_single_82,1008,16,48,Moderate NB
48,SAN JOSE,HSR 892_single_82,1032,17,12,Moderate NB
101,MILLBRAE,HSR 892_single_82,1066,17,46,Moderate NB
126,SALESFORCE TRANSIT CENTER (STC) $,HSR 892_single_82,1085,18,5,Moderate NB
83,REDWOOD CITY,REG (C-LCL) 24_multi_3,1050,17,30,Moderate NB
86,SAN CARLOS,REG (C-LCL) 24_multi_3,1054,17,34,Moderate NB
91,HILLSDALE,REG (C-LCL) 24_multi_3,1058,17,38,Moderate NB
93,HAYWARD PARK,REG (C-LCL) 24_multi_3,1061,17,41,Moderate NB
95,SAN MATEO,REG (C-LCL) 24_multi_3,1064,17,44,Moderate NB
99,BROADWAY,REG (C-LCL) 24_multi_3,1067,17,47,Moderate NB
106,SAN BRUNO,REG (C-LCL) 24_multi_3,1072,17,52,Moderate NB
109,SOUTH SAN FRANCISCO ,REG (C-LCL) 24_multi_3,1075,17,55,Moderate NB
115,BAYSHORE,REG (C-LCL) 24_multi_3,1080,18,0,Moderate NB
121,22nd STREET,REG (C-LCL) 24_multi_3,1084,18,4,Moderate NB
124,TOWNSEND / 4TH AND KING $,REG (C-LCL) 24_multi_3,1089,18,9,Moderate NB
126,SALESFORCE TRANSIT CENTER (STC) $,REG (C-LCL) 24_multi_3,1093,18,13,Moderate NB
61,SUNNYVALE,REG (C-EXP) 24_multi_3,1047,17,27,Moderate NB
65,MOUNTAIN VIEW,REG (C-EXP) 24_multi_3,1052,17,32,Moderate NB
75,PALO ALTO,REG (C-EXP) 24_multi_3,1058,17,38,Moderate NB
83,REDWOOD CITY,REG (C-EXP) 24_multi_3,1063,17,43,Moderate NB
91,HILLSDALE,REG (C-EXP) 24_multi_3,1069,17,49,Moderate NB
101,MILLBRAE,REG (C-EXP) 24_multi_3,1075,17,55,Moderate NB
109,SOUTH SAN FRANCISCO ,REG (C-EXP) 24_multi_3,1080,18,0,Moderate NB
121,22nd STREET,REG (C-EXP) 24_multi_3,1088,18,8,Moderate NB
124,TOWNSEND / 4TH AND KING $,REG (C-EXP) 24_multi_3,1093,18,13,Moderate NB
126,SALESFORCE TRANSIT CENTER (STC) $,REG (C-EXP) 24_multi_3,1097,18,17,Moderate NB
45,TAMIEN (HSR) $,REG (C-LCL) 25_multi_1,1032,17,12,Moderate NB
48,SAN JOSE,REG (C-LCL) 25_multi_1,1035,17,15,Moderate NB
52,SANTA CLARA,REG (C-LCL) 25_multi_1,1044,17,24,Moderate NB
58,LAWRENCE,REG (C-LCL) 25_multi_1,1049,17,29,Moderate NB
61,SUNNYVALE,REG (C-LCL) 25_multi_1,1052,17,32,Moderate NB
65,MOUNTAIN VIEW,REG (C-LCL) 25_multi_1,1056,17,36,Moderate NB
69,SAN ANTONIO,REG (C-LCL) 25_multi_1,1059,17,39,Moderate NB
72,CALIFORNIA AVENUE,REG (C-LCL) 25_multi_1,1066,17,46,Moderate NB
75,PALO ALTO,REG (C-LCL) 25_multi_1,1069,17,49,Moderate NB
77,MENLO PARK,REG (C-LCL) 25_multi_1,1072,17,52,Moderate NB
0,GILROY (HSR) $,HSR nan_single_83,1013,16,53,Moderate NB
48,SAN JOSE,HSR nan_single_83,1037,17,17,Moderate NB
35,BLOSSOM HILL (HSR) $,REG (C-EXP) 25_multi_2,1034,17,14,Moderate NB
40,CAPITOL (HSR) $,REG (C-EXP) 25_multi_2,1038,17,18,Moderate NB
45,TAMIEN (HSR) $,REG (C-EXP) 25_multi_2,1042,17,22,Moderate NB
48,SAN JOSE,REG (C-EXP) 25_multi_2,1045,17,25,Moderate NB
0,GILROY (HSR) $,HSR 894_single_84,1023,17,3,Moderate NB
48,SAN JOSE,HSR 894_single_84,1047,17,27,Moderate NB
101,MILLBRAE,HSR 894_single_84,1081,18,1,Moderate NB
124,TOWNSEND / 4TH AND KING $,HSR 894_single_84,1096,18,16,Moderate NB
126,SALESFORCE TRANSIT CENTER (STC) $,HSR 894_single_84,1100,18,20,Moderate NB
83,REDWOOD CITY,REG (C-LCL) 226_multi_1,1065,17,45,Moderate NB
88,BELMONT,REG (C-LCL) 226_multi_1,1070,17,50,Moderate NB
91,HILLSDALE,REG (C-LCL) 226_multi_1,1073,17,53,Moderate NB
93,HAYWARD PARK,REG (C-LCL) 226_multi_1,1077,17,57,Moderate NB
97,BURLINGAME,REG (C-LCL) 226_multi_1,1081,18,1,Moderate NB
101,MILLBRAE,REG (C-LCL) 226_multi_1,1084,18,4,Moderate NB
106,SAN BRUNO,REG (C-LCL) 226_multi_1,1088,18,8,Moderate NB
109,SOUTH SAN FRANCISCO ,REG (C-LCL) 226_multi_1,1091,18,11,Moderate NB
115,BAYSHORE,REG (C-LCL) 226_multi_1,1095,18,15,Moderate NB
121,22nd STREET,REG (C-LCL) 226_multi_1,1100,18,20,Moderate NB
124,TOWNSEND / 4TH AND KING $,REG (C-LCL) 226_multi_1,1104,18,24,Moderate NB
126,SALESFORCE TRANSIT CENTER (STC) $,REG (C-LCL) 226_multi_1,1108,18,28,Moderate NB
61,SUNNYVALE,REG (C-EXP) 25_multi_2,1062,17,42,Moderate NB
65,MOUNTAIN VIEW,REG (C-EXP) 25_multi_2,1067,17,47,Moderate NB
75,PALO ALTO,REG (C-EXP) 25_multi_2,1073,17,53,Moderate NB
83,REDWOOD CITY,REG (C-EXP) 25_multi_2,1078,17,58,Moderate NB
91,HILLSDALE,REG (C-EXP) 25_multi_2,1084,18,4,Moderate NB
101,MILLBRAE,REG (C-EXP) 25_multi_2,1090,18,10,Moderate NB
109,SOUTH SAN FRANCISCO ,REG (C-EXP) 25_multi_2,1095,18,15,Moderate NB
121,22nd STREET,REG (C-EXP) 25_multi_2,1103,18,23,Moderate NB
124,TOWNSEND / 4TH AND KING $,REG (C-EXP) 25_multi_2,1108,18,28,Moderate NB
126,SALESFORCE TRANSIT CENTER (STC) $,REG (C-EXP) 25_multi_2,1112,18,32,Moderate NB
45,TAMIEN (HSR) $,REG (C-LCL) 124_multi_1,1047,17,27,Moderate NB
48,SAN JOSE,REG (C-LCL) 124_multi_1,1050,17,30,Moderate NB
52,SANTA CLARA,REG (C-LCL) 124_multi_1,1059,17,39,Moderate NB
58,LAWRENCE,REG (C-LCL) 124_multi_1,1064,17,44,Moderate NB
61,SUNNYVALE,REG (C-LCL) 124_multi_1,1067,17,47,Moderate NB
65,MOUNTAIN VIEW,REG (C-LCL) 124_multi_1,1070,17,50,Moderate NB
69,SAN ANTONIO,REG (C-LCL) 124_multi_1,1074,17,54,Moderate NB
72,CALIFORNIA AVENUE,REG (C-LCL) 124_multi_1,1081,18,1,Moderate NB
75,PALO ALTO,REG (C-LCL) 124_multi_1,1084,18,4,Moderate NB
79,ATHERTON,REG (C-LCL) 124_multi_1,1087,18,7,Moderate NB
0,GILROY (HSR) $,REG (C-EXP) 25_multi_3,1030,17,10,Moderate NB
16,MORGAN HILL (HSR) $,REG (C-EXP) 25_multi_3,1040,17,20,Moderate NB
35,BLOSSOM HILL (HSR) $,REG (C-EXP) 25_multi_3,1049,17,29,Moderate NB
40,CAPITOL (HSR) $,REG (C-EXP) 25_multi_3,1053,17,33,Moderate NB
45,TAMIEN (HSR) $,REG (C-EXP) 25_multi_3,1057,17,37,Moderate NB
48,SAN JOSE,REG (C-EXP) 25_multi_3,1060,17,40,Moderate NB
0,GILROY (HSR) $,HSR 896_single_85,1038,17,18,Moderate NB
48,SAN JOSE,HSR 896_single_85,1062,17,42,Moderate NB
101,MILLBRAE,HSR 896_single_85,1096,18,16,Moderate NB
126,SALESFORCE TRANSIT CENTER (STC) $,HSR 896_single_85,1115,18,35,Moderate NB
83,REDWOOD CITY,REG (C-LCL) 25_multi_3,1080,18,0,Moderate NB
86,SAN CARLOS,REG (C-LCL) 25_multi_3,1084,18,4,Moderate NB
91,HILLSDALE,REG (C-LCL) 25_multi_3,1088,18,8,Moderate NB
93,HAYWARD PARK,REG (C-LCL) 25_multi_3,1091,18,11,Moderate NB
95,SAN MATEO,REG (C-LCL) 25_multi_3,1094,18,14,Moderate NB
99,BROADWAY,REG (C-LCL) 25_multi_3,1097,18,17,Moderate NB
106,SAN BRUNO,REG (C-LCL) 25_multi_3,1102,18,22,Moderate NB
109,SOUTH SAN FRANCISCO ,REG (C-LCL) 25_multi_3,1105,18,25,Moderate NB
115,BAYSHORE,REG (C-LCL) 25_multi_3,1110,18,30,Moderate NB
121,22nd STREET,REG (C-LCL) 25_multi_3,1114,18,34,Moderate NB
124,TOWNSEND / 4TH AND KING $,REG (C-LCL) 25_multi_3,1119,18,39,Moderate NB
126,SALESFORCE TRANSIT CENTER (STC) $,REG (C-LCL) 25_multi_3,1123,18,43,Moderate NB
61,SUNNYVALE,REG (C-EXP) 25_multi_3,1077,17,57,Moderate NB
65,MOUNTAIN VIEW,REG (C-EXP) 25_multi_3,1082,18,2,Moderate NB
75,PALO ALTO,REG (C-EXP) 25_multi_3,1088,18,8,Moderate NB
83,REDWOOD CITY,REG (C-EXP) 25_multi_3,1093,18,13,Moderate NB
91,HILLSDALE,REG (C-EXP) 25_multi_3,1099,18,19,Moderate NB
101,MILLBRAE,REG (C-EXP) 25_multi_3,1105,18,25,Moderate NB
109,SOUTH SAN FRANCISCO ,REG (C-EXP) 25_multi_3,1110,18,30,Moderate NB
121,22nd STREET,REG (C-EXP) 25_multi_3,1118,18,38,Moderate NB
124,TOWNSEND / 4TH AND KING $,REG (C-EXP) 25_multi_3,1123,18,43,Moderate NB
126,SALESFORCE TRANSIT CENTER (STC) $,REG (C-EXP) 25_multi_3,1127,18,47,Moderate NB
45,TAMIEN (HSR) $,REG (C-LCL) 26_multi_1,1062,17,42,Moderate NB
48,SAN JOSE,REG (C-LCL) 26_multi_1,1065,17,45,Moderate NB
52,SANTA CLARA,REG (C-LCL) 26_multi_1,1074,17,54,Moderate NB
58,LAWRENCE,REG (C-LCL) 26_multi_1,1079,17,59,Moderate NB
61,SUNNYVALE,REG (C-LCL) 26_multi_1,1082,18,2,Moderate NB
65,MOUNTAIN VIEW,REG (C-LCL) 26_multi_1,1086,18,6,Moderate NB
69,SAN ANTONIO,REG (C-LCL) 26_multi_1,1089,18,9,Moderate NB
72,CALIFORNIA AVENUE,REG (C-LCL) 26_multi_1,1096,18,16,Moderate NB
75,PALO ALTO,REG (C-LCL) 26_multi_1,1099,18,19,Moderate NB
77,MENLO PARK,REG (C-LCL) 26_multi_1,1102,18,22,Moderate NB
0,GILROY (HSR) $,HSR nan_single_86,1043,17,23,Moderate NB
48,SAN JOSE,HSR nan_single_86,1067,17,47,Moderate NB
35,BLOSSOM HILL (HSR) $,REG (C-EXP) 26_multi_2,1064,17,44,Moderate NB
40,CAPITOL (HSR) $,REG (C-EXP) 26_multi_2,1068,17,48,Moderate NB
45,TAMIEN (HSR) $,REG (C-EXP) 26_multi_2,1072,17,52,Moderate NB
48,SAN JOSE,REG (C-EXP) 26_multi_2,1075,17,55,Moderate NB
0,GILROY (HSR) $,HSR 898_single_87,1053,17,33,Moderate NB
48,SAN JOSE,HSR 898_single_87,1077,17,57,Moderate NB
101,MILLBRAE,HSR 898_single_87,1111,18,31,Moderate NB
124,TOWNSEND / 4TH AND KING $,HSR 898_single_87,1126,18,46,Moderate NB
126,SALESFORCE TRANSIT CENTER (STC) $,HSR 898_single_87,1130,18,50,Moderate NB
83,REDWOOD CITY,REG (C-LCL) 124_multi_1,1095,18,15,Moderate NB
88,BELMONT,REG (C-LCL) 124_multi_1,1100,18,20,Moderate NB
91,HILLSDALE,REG (C-LCL) 124_multi_1,1103,18,23,Moderate NB
93,HAYWARD PARK,REG (C-LCL) 124_multi_1,1107,18,27,Moderate NB
97,BURLINGAME,REG (C-LCL) 124_multi_1,1111,18,31,Moderate NB
101,MILLBRAE,REG (C-LCL) 124_multi_1,1114,18,34,Moderate NB
106,SAN BRUNO,REG (C-LCL) 124_multi_1,1118,18,38,Moderate NB
109,SOUTH SAN FRANCISCO ,REG (C-LCL) 124_multi_1,1121,18,41,Moderate NB
115,BAYSHORE,REG (C-LCL) 124_multi_1,1125,18,45,Moderate NB
121,22nd STREET,REG (C-LCL) 124_multi_1,1130,18,50,Moderate NB
124,TOWNSEND / 4TH AND KING $,REG (C-LCL) 124_multi_1,1134,18,54,Moderate NB
126,SALESFORCE TRANSIT CENTER (STC) $,REG (C-LCL) 124_multi_1,1138,18,58,Moderate NB
61,SUNNYVALE,REG (C-EXP) 26_multi_2,1092,18,12,Moderate NB
65,MOUNTAIN VIEW,REG (C-EXP) 26_multi_2,1097,18,17,Moderate NB
75,PALO ALTO,REG (C-EXP) 26_multi_2,1103,18,23,Moderate NB
83,REDWOOD CITY,REG (C-EXP) 26_multi_2,1108,18,28,Moderate NB
91,HILLSDALE,REG (C-EXP) 26_multi_2,1114,18,34,Moderate NB
101,MILLBRAE,REG (C-EXP) 26_multi_2,1120,18,40,Moderate NB
109,SOUTH SAN FRANCISCO ,REG (C-EXP) 26_multi_2,1125,18,45,Moderate NB
121,22nd STREET,REG (C-EXP) 26_multi_2,1133,18,53,Moderate NB
124,TOWNSEND / 4TH AND KING $,REG (C-EXP) 26_multi_2,1138,18,58,Moderate NB
126,SALESFORCE TRANSIT CENTER (STC) $,REG (C-EXP) 26_multi_2,1142,19,2,Moderate NB
45,TAMIEN (HSR) $,REG (C-LCL) 228_multi_1,1077,17,57,Moderate NB
48,SAN JOSE,REG (C-LCL) 228_multi_1,1080,18,0,Moderate NB
52,SANTA CLARA,REG (C-LCL) 228_multi_1,1089,18,9,Moderate NB
58,LAWRENCE,REG (C-LCL) 228_multi_1,1094,18,14,Moderate NB
61,SUNNYVALE,REG (C-LCL) 228_multi_1,1097,18,17,Moderate NB
65,MOUNTAIN VIEW,REG (C-LCL) 228_multi_1,1100,18,20,Moderate NB
69,SAN ANTONIO,REG (C-LCL) 228_multi_1,1104,18,24,Moderate NB
72,CALIFORNIA AVENUE,REG (C-LCL) 228_multi_1,1111,18,31,Moderate NB
75,PALO ALTO,REG (C-LCL) 228_multi_1,1114,18,34,Moderate NB
77,MENLO PARK,REG (C-LCL) 228_multi_1,1117,18,37,Moderate NB
0,GILROY (HSR) $,HSR nan_single_88,1058,17,38,Moderate NB
48,SAN JOSE,HSR nan_single_88,1082,18,2,Moderate NB
0,GILROY (HSR) $,REG (C-EXP) 26_multi_3,1060,17,40,Moderate NB
16,MORGAN HILL (HSR) $,REG (C-EXP) 26_multi_3,1070,17,50,Moderate NB
35,BLOSSOM HILL (HSR) $,REG (C-EXP) 26_multi_3,1079,17,59,Moderate NB
40,CAPITOL (HSR) $,REG (C-EXP) 26_multi_3,1083,18,3,Moderate NB
45,TAMIEN (HSR) $,REG (C-EXP) 26_multi_3,1087,18,7,Moderate NB
48,SAN JOSE,REG (C-EXP) 26_multi_3,1090,18,10,Moderate NB
0,GILROY (HSR) $,HSR 900_single_89,1068,17,48,Moderate NB
48,SAN JOSE,HSR 900_single_89,1092,18,12,Moderate NB
101,MILLBRAE,HSR 900_single_89,1126,18,46,Moderate NB
126,SALESFORCE TRANSIT CENTER (STC) $,HSR 900_single_89,1145,19,5,Moderate NB
83,REDWOOD CITY,REG (C-LCL) 26_multi_3,1110,18,30,Moderate NB
86,SAN CARLOS,REG (C-LCL) 26_multi_3,1114,18,34,Moderate NB
91,HILLSDALE,REG (C-LCL) 26_multi_3,1118,18,38,Moderate NB
