km,station,train_id,time,hr,min,scenario
93,HAYWARD PARK,REG (C-LCL) 26_multi_3,1121,18,41,Moderate NB
95,SAN MATEO,REG (C-LCL) 26_multi_3,1124,18,44,Moderate NB
99,BROADWAY,REG (C-LCL) 26_multi_3,1127,18,47,Moderate NB
106,SAN BRUNO,REG (C-LCL) 26_multi_3,1132,18,52,Moderate NB
109,SOUTH SAN FRANCISCO ,REG (C-LCL) 26_multi_3,1135,18,55,Moderate NB
115,BAYSHORE,REG (C-LCL) 26_multi_3,1140,19,0,Moderate NB
121,22nd STREET,REG (C-LCL) 26_multi_3,1144,19,4,Moderate NB
124,TOWNSEND / 4TH AND KING $,REG (C-LCL) 26_multi_3,1149,19,9,Moderate NB
126,SALESFORCE TRANSIT CENTER (STC) $,REG (C-LCL) 26_multi_3,1153,19,13,Moderate NB
61,SUNNYVALE,REG (C-EXP) 26_multi_3,1107,18,27,Moderate NB
65,MOUNTAIN VIEW,REG (C-EXP) 26_multi_3,1112,18,32,Moderate NB
75,PALO ALTO,REG (C-EXP) 26_multi_3,1118,18,38,Moderate NB
83,REDWOOD CITY,REG (C-EXP) 26_multi_3,1123,18,43,Moderate NB
91,HILLSDALE,REG (C-EXP) 26_multi_3,1129,18,49,Moderate NB
101,MILLBRAE,REG (C-EXP) 26_multi_3,1135,18,55,Moderate NB
109,SOUTH SAN FRANCISCO ,REG (C-EXP) 26_multi_3,1140,19,0,Moderate NB
121,22nd STREET,REG (C-EXP) 26_multi_3,1148,19,8,Moderate NB
124,TOWNSEND / 4TH AND KING $,REG (C-EXP) 26_multi_3,1153,19,13,Moderate NB
126,SALESFORCE TRANSIT CENTER (STC) $,REG (C-EXP) 26_multi_3,1157,19,17,Moderate NB
45,TAMIEN (HSR) $,REG (C-LCL) 27_multi_1,1092,18,12,Moderate NB
48,SAN JOSE,REG (C-LCL) 27_multi_1,1095,18,15,Moderate NB
52,SANTA CLARA,REG (C-LCL) 27_multi_1,1104,18,24,Moderate NB
58,LAWRENCE,REG (C-LCL) 27_multi_1,1109,18,29,Moderate NB
61,SUNNYVALE,REG (C-LCL) 27_multi_1,1112,18,32,Moderate NB
65,MOUNTAIN VIEW,REG (C-LCL) 27_multi_1,1116,18,36,Moderate NB
69,SAN ANTONIO,REG (C-LCL) 27_multi_1,1119,18,39,Moderate NB
72,CALIFORNIA AVENUE,REG (C-LCL) 27_multi_1,1126,18,46,Moderate NB
75,PALO ALTO,REG (C-LCL) 27_multi_1,1129,18,49,Moderate NB
77,MENLO PARK,REG (C-LCL) 27_multi_1,1132,18,52,Moderate NB
0,GILROY (HSR) $,HSR nan_single_90,1073,17,53,Moderate NB
48,SAN JOSE,HSR nan_single_90,1097,18,17,Moderate NB
35,BLOSSOM HILL (HSR) $,REG (C-EXP) 27_multi_2,1094,18,14,Moderate NB
40,CAPITOL (HSR) $,REG (C-EXP) 27_multi_2,1098,18,18,Moderate NB
45,TAMIEN (HSR) $,REG (C-EXP) 27_multi_2,1102,18,22,Moderate NB
48,SAN JOSE,REG (C-EXP) 27_multi_2,1105,18,25,Moderate NB
0,GILROY (HSR) $,HSR 902_single_91,1083,18,3,Moderate NB
48,SAN JOSE,HSR 902_single_91,1107,18,27,Moderate NB
101,MILLBRAE,HSR 902_single_91,1141,19,1,Moderate NB
124,TOWNSEND / 4TH AND KING $,HSR 902_single_91,1156,19,16,Moderate NB
126,SALESFORCE TRANSIT CENTER (STC) $,HSR 902_single_91,1160,19,20,Moderate NB
83,REDWOOD CITY,REG (C-LCL) 228_multi_1,1125,18,45,Moderate NB
88,BELMONT,REG (C-LCL) 228_multi_1,1130,18,50,Moderate NB
91,HILLSDALE,REG (C-LCL) 228_multi_1,1133,18,53,Moderate NB
93,HAYWARD PARK,REG (C-LCL) 228_multi_1,1137,18,57,Moderate NB
97,BURLINGAME,REG (C-LCL) 228_multi_1,1141,19,1,Moderate NB
101,MILLBRAE,REG (C-LCL) 228_multi_1,1144,19,4,Moderate NB
106,SAN BRUNO,REG (C-LCL) 228_multi_1,1148,19,8,Moderate NB
109,SOUTH SAN FRANCISCO ,REG (C-LCL) 228_multi_1,1151,19,11,Moderate NB
115,BAYSHORE,REG (C-LCL) 228_multi_1,1155,19,15,Moderate NB
121,22nd STREET,REG (C-LCL) 228_multi_1,1160,19,20,Moderate NB
124,TOWNSEND / 4TH AND KING $,REG (C-LCL) 228_multi_1,1164,19,24,Moderate NB
126,SALESFORCE TRANSIT CENTER (STC) $,REG (C-LCL) 228_multi_1,1168,19,28,Moderate NB
61,SUNNYVALE,REG (C-EXP) 27_multi_2,1122,18,42,Moderate NB
65,MOUNTAIN VIEW,REG (C-EXP) 27_multi_2,1127,18,47,Moderate NB
75,PALO ALTO,REG (C-EXP) 27_multi_2,1133,18,53,Moderate NB
83,REDWOOD CITY,REG (C-EXP) 27_multi_2,1138,18,58,Moderate NB
91,HILLSDALE,REG (C-EXP) 27_multi_2,1144,19,4,Moderate NB
101,MILLBRAE,REG (C-EXP) 27_multi_2,1150,19,10,Moderate NB
109,SOUTH SAN FRANCISCO ,REG (C-EXP) 27_multi_2,1155,19,15,Moderate NB
121,22nd STREET,REG (C-EXP) 27_multi_2,1163,19,23,Moderate NB
124,TOWNSEND / 4TH AND KING $,REG (C-EXP) 27_multi_2,1168,19,28,Moderate NB
126,SALESFORCE TRANSIT CENTER (STC) $,REG (C-EXP) 27_multi_2,1172,19,32,Moderate NB
45,TAMIEN (HSR) $,REG (C-LCL) 126_multi_1,1107,18,27,Moderate NB
48,SAN JOSE,REG (C-LCL) 126_multi_1,1110,18,30,Moderate NB
52,SANTA CLARA,REG (C-LCL) 126_multi_1,1119,18,39,Moderate NB
58,LAWRENCE,REG (C-LCL) 126_multi_1,1124,18,44,Moderate NB
61,SUNNYVALE,REG (C-LCL) 126_multi_1,1127,18,47,Moderate NB
65,MOUNTAIN VIEW,REG (C-LCL) 126_multi_1,1130,18,50,Moderate NB
69,SAN ANTONIO,REG (C-LCL) 126_multi_1,1134,18,54,Moderate NB
72,CALIFORNIA AVENUE,REG (C-LCL) 126_multi_1,1141,19,1,Moderate NB
75,PALO ALTO,REG (C-LCL) 126_multi_1,1144,19,4,Moderate NB
79,ATHERTON,REG (C-LCL) 126_multi_1,1147,19,7,Moderate NB
0,GILROY (HSR) $,REG (C-EXP) 27_multi_3,1090,18,10,Moderate NB
16,MORGAN HILL (HSR) $,REG (C-EXP) 27_multi_3,1100,18,20,Moderate NB
35,BLOSSOM HILL (HSR) $,REG (C-EXP) 27_multi_3,1109,18,29,Moderate NB
40,CAPITOL (HSR) $,REG (C-EXP) 27_multi_3,1113,18,33,Moderate NB
45,TAMIEN (HSR) $,REG (C-EXP) 27_multi_3,1117,18,37,Moderate NB
48,SAN JOSE,REG (C-EXP) 27_multi_3,1120,18,40,Moderate NB
0,GILROY (HSR) $,HSR 904_single_92,1098,18,18,Moderate NB
48,SAN JOSE,HSR 904_single_92,1122,18,42,Moderate NB
101,MILLBRAE,HSR 904_single_92,1156,19,16,Moderate NB
126,SALESFORCE TRANSIT CENTER (STC) $,HSR 904_single_92,1175,19,35,Moderate NB
83,REDWOOD CITY,REG (C-LCL) 27_multi_3,1140,19,0,Moderate NB
86,SAN CARLOS,REG (C-LCL) 27_multi_3,1144,19,4,Moderate NB
91,HILLSDALE,REG (C-LCL) 27_multi_3,1148,19,8,Moderate NB
93,HAYWARD PARK,REG (C-LCL) 27_multi_3,1151,19,11,Moderate NB
95,SAN MATEO,REG (C-LCL) 27_multi_3,1154,19,14,Moderate NB
99,BROADWAY,REG (C-LCL) 27_multi_3,1157,19,17,Moderate NB
106,SAN BRUNO,REG (C-LCL) 27_multi_3,1162,19,22,Moderate NB
109,SOUTH SAN FRANCISCO ,REG (C-LCL) 27_multi_3,1165,19,25,Moderate NB
115,BAYSHORE,REG (C-LCL) 27_multi_3,1170,19,30,Moderate NB
121,22nd STREET,REG (C-LCL) 27_multi_3,1174,19,34,Moderate NB
124,TOWNSEND / 4TH AND KING $,REG (C-LCL) 27_multi_3,1179,19,39,Moderate NB
126,SALESFORCE TRANSIT CENTER (STC) $,REG (C-LCL) 27_multi_3,1183,19,43,Moderate NB
61,SUNNYVALE,REG (C-EXP) 27_multi_3,1137,18,57,Moderate NB
65,MOUNTAIN VIEW,REG (C-EXP) 27_multi_3,1142,19,2,Moderate NB
75,PALO ALTO,REG (C-EXP) 27_multi_3,1148,19,8,Moderate NB
83,REDWOOD CITY,REG (C-EXP) 27_multi_3,1153,19,13,Moderate NB
91,HILLSDALE,REG (C-EXP) 27_multi_3,1159,19,19,Moderate NB
101,MILLBRAE,REG (C-EXP) 27_multi_3,1165,19,25,Moderate NB
109,SOUTH SAN FRANCISCO ,REG (C-EXP) 27_multi_3,1170,19,30,Moderate NB
121,22nd STREET,REG (C-EXP) 27_multi_3,1178,19,38,Moderate NB
124,TOWNSEND / 4TH AND KING $,REG (C-EXP) 27_multi_3,1183,19,43,Moderate NB
126,SALESFORCE TRANSIT CENTER (STC) $,REG (C-EXP) 27_multi_3,1187,19,47,Moderate NB
45,TAMIEN (HSR) $,REG (C-LCL) 28_multi_1,1122,18,42,Moderate NB
48,SAN JOSE,REG (C-LCL) 28_multi_1,1125,18,45,Moderate NB
52,SANTA CLARA,REG (C-LCL) 28_multi_1,1134,18,54,Moderate NB
58,LAWRENCE,REG (C-LCL) 28_multi_1,1139,18,59,Moderate NB
61,SUNNYVALE,REG (C-LCL) 28_multi_1,1142,19,2,Moderate NB
65,MOUNTAIN VIEW,REG (C-LCL) 28_multi_1,1146,19,6,Moderate NB
69,SAN ANTONIO,REG (C-LCL) 28_multi_1,1149,19,9,Moderate NB
72,CALIFORNIA AVENUE,REG (C-LCL) 28_multi_1,1156,19,16,Moderate NB
75,PALO ALTO,REG (C-LCL) 28_multi_1,1159,19,19,Moderate NB
77,MENLO PARK,REG (C-LCL) 28_multi_1,1162,19,22,Moderate NB
0,GILROY (HSR) $,HSR nan_single_93,1103,18,23,Moderate NB
48,SAN JOSE,HSR nan_single_93,1127,18,47,Moderate NB
35,BLOSSOM HILL (HSR) $,REG (C-EXP) 28_multi_2,1124,18,44,Moderate NB
40,CAPITOL (HSR) $,REG (C-EXP) 28_multi_2,1128,18,48,Moderate NB
45,TAMIEN (HSR) $,REG (C-EXP) 28_multi_2,1132,18,52,Moderate NB
48,SAN JOSE,REG (C-EXP) 28_multi_2,1135,18,55,Moderate NB
0,GILROY (HSR) $,HSR 906_single_94,1113,18,33,Moderate NB
48,SAN JOSE,HSR 906_single_94,1137,18,57,Moderate NB
101,MILLBRAE,HSR 906_single_94,1171,19,31,Moderate NB
124,TOWNSEND / 4TH AND KING $,HSR 906_single_94,1186,19,46,Moderate NB
126,SALESFORCE TRANSIT CENTER (STC) $,HSR 906_single_94,1190,19,50,Moderate NB
83,REDWOOD CITY,REG (C-LCL) 126_multi_1,1155,19,15,Moderate NB
88,BELMONT,REG (C-LCL) 126_multi_1,1160,19,20,Moderate NB
91,HILLSDALE,REG (C-LCL) 126_multi_1,1163,19,23,Moderate NB
93,HAYWARD PARK,REG (C-LCL) 126_multi_1,1167,19,27,Moderate NB
97,BURLINGAME,REG (C-LCL) 126_multi_1,1171,19,31,Moderate NB
101,MILLBRAE,REG (C-LCL) 126_multi_1,1174,19,34,Moderate NB
106,SAN BRUNO,REG (C-LCL) 126_multi_1,1178,19,38,Moderate NB
109,SOUTH SAN FRANCISCO ,REG (C-LCL) 126_multi_1,1181,19,41,Moderate NB
115,BAYSHORE,REG (C-LCL) 126_multi_1,1185,19,45,Moderate NB
121,22nd STREET,REG (C-LCL) 126_multi_1,1190,19,50,Moderate NB
124,TOWNSEND / 4TH AND KING $,REG (C-LCL) 126_multi_1,1194,19,54,Moderate NB
126,SALESFORCE TRANSIT CENTER (STC) $,REG (C-LCL) 126_multi_1,1198,19,58,Moderate NB
61,SUNNYVALE,REG (C-EXP) 28_multi_2,1152,19,12,Moderate NB
65,MOUNTAIN VIEW,REG (C-EXP) 28_multi_2,1157,19,17,Moderate NB
75,PALO ALTO,REG (C-EXP) 28_multi_2,1163,19,23,Moderate NB
83,REDWOOD CITY,REG (C-EXP) 28_multi_2,1168,19,28,Moderate NB
91,HILLSDALE,REG (C-EXP) 28_multi_2,1174,19,34,Moderate NB
101,MILLBRAE,REG (C-EXP) 28_multi_2,1180,19,40,Moderate NB
109,SOUTH SAN FRANCISCO ,REG (C-EXP) 28_multi_2,1185,19,45,Moderate NB
121,22nd STREET,REG (C-EXP) 28_multi_2,1193,19,53,Moderate NB
124,TOWNSEND / 4TH AND KING $,REG (C-EXP) 28_multi_2,1198,19,58,Moderate NB
126,SALESFORCE TRANSIT CENTER (STC) $,REG (C-EXP) 28_multi_2,1202,20,2,Moderate NB
45,TAMIEN (HSR) $,REG (C-LCL) 230_multi_1,1137,18,57,Moderate NB
48,SAN JOSE,REG (C-LCL) 230_multi_1,1140,19,0,Moderate NB
52,SANTA CLARA,REG (C-LCL) 230_multi_1,1149,19,9,Moderate NB
58,LAWRENCE,REG (C-LCL) 230_multi_1,1154,19,14,Moderate NB
61,SUNNYVALE,REG (C-LCL) 230_multi_1,1157,19,17,Moderate NB
65,MOUNTAIN VIEW,REG (C-LCL) 230_multi_1,1160,19,20,Moderate NB
69,SAN ANTONIO,REG (C-LCL) 230_multi_1,1164,19,24,Moderate NB
72,CALIFORNIA AVENUE,REG (C-LCL) 230_multi_1,1171,19,31,Moderate NB
75,PALO ALTO,REG (C-LCL) 230_multi_1,1174,19,34,Moderate NB
77,MENLO PARK,REG (C-LCL) 230_multi_1,1177,19,37,Moderate NB
0,GILROY (HSR) $,HSR nan_single_95,1118,18,38,Moderate NB
48,SAN JOSE,HSR nan_single_95,1142,19,2,Moderate NB
0,GILROY (HSR) $,REG (C-EXP) 28_multi_3,1120,18,40,Moderate NB
16,MORGAN HILL (HSR) $,REG (C-EXP) 28_multi_3,1130,18,50,Moderate NB
35,BLOSSOM HILL (HSR) $,REG (C-EXP) 28_multi_3,1139,18,59,Moderate NB
40,CAPITOL (HSR) $,REG (C-EXP) 28_multi_3,1143,19,3,Moderate NB
45,TAMIEN (HSR) $,REG (C-EXP) 28_multi_3,1147,19,7,Moderate NB
48,SAN JOSE,REG (C-EXP) 28_multi_3,1150,19,10,Moderate NB
0,GILROY (HSR) $,HSR 908_single_96,1128,18,48,Moderate NB
48,SAN JOSE,HSR 908_single_96,1152,19,12,Moderate NB
101,MILLBRAE,HSR 908_single_96,1186,19,46,Moderate NB
126,SALESFORCE TRANSIT CENTER (STC) $,HSR 908_single_96,1205,20,5,Moderate NB
83,REDWOOD CITY,REG (C-LCL) 28_multi_3,1170,19,30,Moderate NB
86,SAN CARLOS,REG (C-LCL) 28_multi_3,1174,19,34,Moderate NB
91,HILLSDALE,REG (C-LCL) 28_multi_3,1178,19,38,Moderate NB
93,HAYWARD PARK,REG (C-LCL) 28_multi_3,1181,19,41,Moderate NB
95,SAN MATEO,REG (C-LCL) 28_multi_3,1184,19,44,Moderate NB
99,BROADWAY,REG (C-LCL) 28_multi_3,1187,19,47,Moderate NB
106,SAN BRUNO,REG (C-LCL) 28_multi_3,1192,19,52,Moderate NB
109,SOUTH SAN FRANCISCO ,REG (C-LCL) 28_multi_3,1195,19,55,Moderate NB
115,BAYSHORE,REG (C-LCL) 28_multi_3,1200,20,0,Moderate NB
121,22nd STREET,REG (C-LCL) 28_multi_3,1204,20,4,Moderate NB
124,TOWNSEND / 4TH AND KING $,REG (C-LCL) 28_multi_3,1209,20,9,Moderate NB
126,SALESFORCE TRANSIT CENTER (STC) $,REG (C-LCL) 28_multi_3,1213,20,13,Moderate NB
61,SUNNYVALE,REG (C-EXP) 28_multi_3,1167,19,27,Moderate NB
65,MOUNTAIN VIEW,REG (C-EXP) 28_multi_3,1172,19,32,Moderate NB
75,PALO ALTO,REG (C-EXP) 28_multi_3,1178,19,38,Moderate NB
83,REDWOOD CITY,REG (C-EXP) 28_multi_3,1183,19,43,Moderate NB
91,HILLSDALE,REG (C-EXP) 28_multi_3,1189,19,49,Moderate NB
101,MILLBRAE,REG (C-EXP) 28_multi_3,1195,19,55,Moderate NB
109,SOUTH SAN FRANCISCO ,REG (C-EXP) 28_multi_3,1200,20,0,Moderate NB
121,22nd STREET,REG (C-EXP) 28_multi_3,1208,20,8,Moderate NB
124,TOWNSEND / 4TH AND KING $,REG (C-EXP) 28_multi_3,1213,20,13,Moderate NB
126,SALESFORCE TRANSIT CENTER (STC) $,REG (C-EXP) 28_multi_3,1217,20,17,Moderate NB
45,TAMIEN (HSR) $,REG (C-LCL) 29_multi_1,1152,19,12,Moderate NB
48,SAN JOSE,REG (C-LCL) 29_multi_1,1155,19,15,Moderate NB
52,SANTA CLARA,REG (C-LCL) 29_multi_1,1164,19,24,Moderate NB
58,LAWRENCE,REG (C-LCL) 29_multi_1,1169,19,29,Moderate NB
61,SUNNYVALE,REG (C-LCL) 29_multi_1,1172,19,32,Moderate NB
65,MOUNTAIN VIEW,REG (C-LCL) 29_multi_1,1176,19,36,Moderate NB
69,SAN ANTONIO,REG (C-LCL) 29_multi_1,1179,19,39,Moderate NB
72,CALIFORNIA AVENUE,REG (C-LCL) 29_multi_1,1186,19,46,Moderate NB
75,PALO ALTO,REG (C-LCL) 29_multi_1,1189,19,49,Moderate NB
77,MENLO PARK,REG (C-LCL) 29_multi_1,1192,19,52,Moderate NB
0,GILROY (HSR) $,HSR nan_single_97,1133,18,53,Moderate NB
48,SAN JOSE,HSR nan_single_97,1157,19,17,Moderate NB
35,BLOSSOM HILL (HSR) $,REG (C-EXP) 29_multi_2,1154,19,14,Moderate NB
40,CAPITOL (HSR) $,REG (C-EXP) 29_multi_2,1158,19,18,Moderate NB
45,TAMIEN (HSR) $,REG (C-EXP) 29_multi_2,1162,19,22,Moderate NB
48,SAN JOSE,REG (C-EXP) 29_multi_2,1165,19,25,Moderate NB
0,GILROY (HSR) $,HSR 910_single_98,1143,19,3,Moderate NB
48,SAN JOSE,HSR 910_single_98,1167,19,27,Moderate NB
101,MILLBRAE,HSR 910_single_98,1201,20,1,Moderate NB
124,TOWNSEND / 4TH AND KING $,HSR 910_single_98,1216,20,16,Moderate NB
126,SALESFORCE TRANSIT CENTER (STC) $,HSR 910_single_98,1220,20,20,Moderate NB
83,REDWOOD CITY,REG (C-LCL) 230_multi_1,1185,19,45,Moderate NB
88,BELMONT,REG (C-LCL) 230_multi_1,1190,19,50,Moderate NB
91,HILLSDALE,REG (C-LCL) 230_multi_1,1193,19,53,Moderate NB
93,HAYWARD PARK,REG (C-LCL) 230_multi_1,1197,19,57,Moderate NB
97,BURLINGAME,REG (C-LCL) 230_multi_1,1201,20,1,Moderate NB
101,MILLBRAE,REG (C-LCL) 230_multi_1,1204,20,4,Moderate NB
106,SAN BRUNO,REG (C-LCL) 230_multi_1,1208,20,8,Moderate NB
109,SOUTH SAN FRANCISCO ,REG (C-LCL) 230_multi_1,1211,20,11,Moderate NB
115,BAYSHORE,REG (C-LCL) 230_multi_1,1215,20,15,Moderate NB
121,22nd STREET,REG (C-LCL) 230_multi_1,1220,20,20,Moderate NB
124,TOWNSEND / 4TH AND KING $,REG (C-LCL) 230_multi_1,1224,20,24,Moderate NB
126,SALESFORCE TRANSIT CENTER (STC) $,REG (C-LCL) 230_multi_1,1228,20,28,Moderate NB
61,SUNNYVALE,REG (C-EXP) 29_multi_2,1182,19,42,Moderate NB
65,MOUNTAIN VIEW,REG (C-EXP) 29_multi_2,1187,19,47,Moderate NB
75,PALO ALTO,REG (C-EXP) 29_multi_2,1193,19,53,Moderate NB
83,REDWOOD CITY,REG (C-EXP) 29_multi_2,1198,19,58,Moderate NB
91,HILLSDALE,REG (C-EXP) 29_multi_2,1204,20,4,Moderate NB
101,MILLBRAE,REG (C-EXP) 29_multi_2,1210,20,10,Moderate NB
109,SOUTH SAN FRANCISCO ,REG (C-EXP) 29_multi_2,1215,20,15,Moderate NB
121,22nd STREET,REG (C-EXP) 29_multi_2,1223,20,23,Moderate NB
124,TOWNSEND / 4TH AND KING $,REG (C-EXP) 29_multi_2,1228,20,28,Moderate NB
126,SALESFORCE TRANSIT CENTER (STC) $,REG (C-EXP) 29_multi_2,1232,20,32,Moderate NB
45,TAMIEN (HSR) $,REG (C-LCL) 128_multi_1,1167,19,27,Moderate NB
48,SAN JOSE,REG (C-LCL) 128_multi_1,1170,19,30,Moderate NB
52,SANTA CLARA,REG (C-LCL) 128_multi_1,1179,19,39,Moderate NB
58,LAWRENCE,REG (C-LCL) 128_multi_1,1184,19,44,Moderate NB
61,SUNNYVALE,REG (C-LCL) 128_multi_1,1187,19,47,Moderate NB
65,MOUNTAIN VIEW,REG (C-LCL) 128_multi_1,1190,19,50,Moderate NB
69,SAN ANTONIO,REG (C-LCL) 128_multi_1,1194,19,54,Moderate NB
72,CALIFORNIA AVENUE,REG (C-LCL) 128_multi_1,1201,20,1,Moderate NB
75,PALO ALTO,REG (C-LCL) 128_multi_1,1204,20,4,Moderate NB
79,ATHERTON,REG (C-LCL) 128_multi_1,1207,20,7,Moderate NB
0,GILROY (HSR) $,REG (C-EXP) 29_multi_3,1150,19,10,Moderate NB
16,MORGAN HILL (HSR) $,REG (C-EXP) 29_multi_3,1160,19,20,Moderate NB
35,BLOSSOM HILL (HSR) $,REG (C-EXP) 29_multi_3,1169,19,29,Moderate NB
40,CAPITOL (HSR) $,REG (C-EXP) 29_multi_3,1173,19,33,Moderate NB
45,TAMIEN (HSR) $,REG (C-EXP) 29_multi_3,1177,19,37,Moderate NB
48,SAN JOSE,REG (C-EXP) 29_multi_3,1180,19,40,Moderate NB
0,GILROY (HSR) $,HSR 912_single_99,1158,19,18,Moderate NB
48,SAN JOSE,HSR 912_single_99,1182,19,42,Moderate NB
101,MILLBRAE,HSR 912_single_99,1216,20,16,Moderate NB
126,SALESFORCE TRANSIT CENTER (STC) $,HSR 912_single_99,1235,20,35,Moderate NB
83,REDWOOD CITY,REG (C-LCL) 29_multi_3,1200,20,0,Moderate NB
86,SAN CARLOS,REG (C-LCL) 29_multi_3,1204,20,4,Moderate NB
91,HILLSDALE,REG (C-LCL) 29_multi_3,1208,20,8,Moderate NB
93,HAYWARD PARK,REG (C-LCL) 29_multi_3,1211,20,11,Moderate NB
95,SAN MATEO,REG (C-LCL) 29_multi_3,1214,20,14,Moderate NB
99,BROADWAY,REG (C-LCL) 29_multi_3,1217,20,17,Moderate NB
106,SAN BRUNO,REG (C-LCL) 29_multi_3,1222,20,22,Moderate NB
109,SOUTH SAN FRANCISCO ,REG (C-LCL) 29_multi_3,1225,20,25,Moderate NB
115,BAYSHORE,REG (C-LCL) 29_multi_3,1230,20,30,Moderate NB
121,22nd STREET,REG (C-LCL) 29_multi_3,1234,20,34,Moderate NB
124,TOWNSEND / 4TH AND KING $,REG (C-LCL) 29_multi_3,1239,20,39,Moderate NB
126,SALESFORCE TRANSIT CENTER (STC) $,REG (C-LCL) 29_multi_3,1243,20,43,Moderate NB
61,SUNNYVALE,REG (C-EXP) 29_multi_3,1197,19,57,Moderate NB
65,MOUNTAIN VIEW,REG (C-EXP) 29_multi_3,1202,20,2,Moderate NB
75,PALO ALTO,REG (C-EXP) 29_multi_3,1208,20,8,Moderate NB
83,REDWOOD CITY,REG (C-EXP) 29_multi_3,1213,20,13,Moderate NB
91,HILLSDALE,REG (C-EXP) 29_multi_3,1219,20,19,Moderate NB
101,MILLBRAE,REG (C-EXP) 29_multi_3,1225,20,25,Moderate NB
109,SOUTH SAN FRANCISCO ,REG (C-EXP) 29_multi_3,1230,20,30,Moderate NB
121,22nd STREET,REG (C-EXP) 29_multi_3,1238,20,38,Moderate NB
124,TOWNSEND / 4TH AND KING $,REG (C-EXP) 29_multi_3,1243,20,43,Moderate NB
126,SALESFORCE TRANSIT CENTER (STC) $,REG (C-EXP) 29_multi_3,1247,20,47,Moderate NB
45,TAMIEN (HSR) $,REG (C-LCL) 30_multi_1,1182,19,42,Moderate NB
48,SAN JOSE,REG (C-LCL) 30_multi_1,1185,19,45,Moderate NB
52,SANTA CLARA,REG (C-LCL) 30_multi_1,1194,19,54,Moderate NB
58,LAWRENCE,REG (C-LCL) 30_multi_1,1199,19,59,Moderate NB
61,SUNNYVALE,REG (C-LCL) 30_multi_1,1202,20,2,Moderate NB
65,MOUNTAIN VIEW,REG (C-LCL) 30_multi_1,1206,20,6,Moderate NB
69,SAN ANTONIO,REG (C-LCL) 30_multi_1,1209,20,9,Moderate NB
72,CALIFORNIA AVENUE,REG (C-LCL) 30_multi_1,1216,20,16,Moderate NB
75,PALO ALTO,REG (C-LCL) 30_multi_1,1219,20,19,Moderate NB
77,MENLO PARK,REG (C-LCL) 30_multi_1,1222,20,22,Moderate NB
0,GILROY (HSR) $,HSR nan_single_100,1163,19,23,Moderate NB
48,SAN JOSE,HSR nan_single_100,1187,19,47,Moderate NB
35,BLOSSOM HILL (HSR) $,REG (C-EXP) 30_multi_2,1184,19,44,Moderate NB
40,CAPITOL (HSR) $,REG (C-EXP) 30_multi_2,1188,19,48,Moderate NB
45,TAMIEN (HSR) $,REG (C-EXP) 30_multi_2,1192,19,52,Moderate NB
48,SAN JOSE,REG (C-EXP) 30_multi_2,1195,19,55,Moderate NB
0,GILROY (HSR) $,HSR 914_single_101,1173,19,33,Moderate NB
48,SAN JOSE,HSR 914_single_101,1197,19,57,Moderate NB
101,MILLBRAE,HSR 914_single_101,1231,20,31,Moderate NB
124,TOWNSEND / 4TH AND KING $,HSR 914_single_101,1246,20,46,Moderate NB
126,SALESFORCE TRANSIT CENTER (STC) $,HSR 914_single_101,1250,20,50,Moderate NB
83,REDWOOD CITY,REG (C-LCL) 128_multi_1,1215,20,15,Moderate NB
88,BELMONT,REG (C-LCL) 128_multi_1,1220,20,20,Moderate NB
91,HILLSDALE,REG (C-LCL) 128_multi_1,1223,20,23,Moderate NB
93,HAYWARD PARK,REG (C-LCL) 128_multi_1,1227,20,27,Moderate NB
97,BURLINGAME,REG (C-LCL) 128_multi_1,1231,20,31,Moderate NB
101,MILLBRAE,REG (C-LCL) 128_multi_1,1234,20,34,Moderate NB
106,SAN BRUNO,REG (C-LCL) 128_multi_1,1238,20,38,Moderate NB
109,SOUTH SAN FRANCISCO ,REG (C-LCL) 128_multi_1,1241,20,41,Moderate NB
115,BAYSHORE,REG (C-LCL) 128_multi_1,1245,20,45,Moderate NB
121,22nd STREET,REG (C-LCL) 128_multi_1,1250,20,50,Moderate NB
124,TOWNSEND / 4TH AND KING $,REG (C-LCL) 128_multi_1,1254,20,54,Moderate NB
126,SALESFORCE TRANSIT CENTER (STC) $,REG (C-LCL) 128_multi_1,1258,20,58,Moderate NB
61,SUNNYVALE,REG (C-EXP) 30_multi_2,1212,20,12,Moderate NB
65,MOUNTAIN VIEW,REG (C-EXP) 30_multi_2,1217,20,17,Moderate NB
75,PALO ALTO,REG (C-EXP) 30_multi_2,1223,20,23,Moderate NB
83,REDWOOD CITY,REG (C-EXP) 30_multi_2,1228,20,28,Moderate NB
91,HILLSDALE,REG (C-EXP) 30_multi_2,1234,20,34,Moderate NB
101,MILLBRAE,REG (C-EXP) 30_multi_2,1240,20,40,Moderate NB
109,SOUTH SAN FRANCISCO ,REG (C-EXP) 30_multi_2,1245,20,45,Moderate NB
121,22nd STREET,REG (C-EXP) 30_multi_2,1253,20,53,Moderate NB
124,TOWNSEND / 4TH AND KING $,REG (C-EXP) 30_multi_2,1258,20,58,Moderate NB
126,SALESFORCE TRANSIT CENTER (STC) $,REG (C-EXP) 30_multi_2,1262,21,2,Moderate NB
45,TAMIEN (HSR) $,REG (C-LCL) 232_multi_1,1197,19,57,Moderate NB
48,SAN JOSE,REG (C-LCL) 232_multi_1,1200,20,0,Moderate NB
