scenario,departure_station,arrival_station,departure_hour,count_journey_time,mean_journey_time,min_journey_time,max_journey_time,count_wait_time,mean_wait_time,min_wait_time,max_wait_time
HIgh NB,SAN JOSE,TOWNSEND / 4TH AND KING $,11,5,56.4,48,62,60,6.633333333333334,0.0,16.0
HIgh NB,SAN JOSE,TOWNSEND / 4TH AND KING $,12,5,56.4,48,62,60,6.633333333333334,0.0,16.0
HIgh NB,SAN JOSE,TOWNSEND / 4TH AND KING $,13,5,56.4,48,62,60,6.633333333333334,0.0,16.0
HIgh NB,SAN JOSE,TOWNSEND / 4TH AND KING $,14,5,56.4,48,62,60,6.633333333333334,0.0,16.0
HIgh NB,SAN JOSE,TOWNSEND / 4TH AND KING $,15,4,55.0,48,62,60,7.416666666666667,0.0,29.0
HIgh NB,SAN JOSE,TOWNSEND / 4TH AND KING $,16,2,48.0,48,48,60,14.5,0.0,29.0
HIgh NB,SAN JOSE,TOWNSEND / 4TH AND KING $,17,2,48.0,48,48,60,14.5,0.0,29.0
HIgh NB,SAN JOSE,TOWNSEND / 4TH AND KING $,18,2,48.0,48,48,60,14.5,0.0,29.0
HIgh NB,SAN JOSE,TOWNSEND / 4TH AND KING $,19,2,48.0,48,48,60,14.5,0.0,29.0
HIgh NB,SAN JOSE,TOWNSEND / 4TH AND KING $,20,3,52.666666666666664,48,62,60,13.283333333333333,0.0,28.0
HIgh NB,SAN JOSE,TOWNSEND / 4TH AND KING $,21,5,56.4,48,62,60,6.633333333333334,0.0,16.0
HIgh NB,SAN JOSE,TOWNSEND / 4TH AND KING $,22,5,56.4,48,62,60,6.633333333333334,0.0,16.0
HIgh NB,SAN JOSE,TOWNSEND / 4TH AND KING $,23,5,56.4,48,62,60,6.633333333333334,0.0,16.0
HIgh NB,SAN JOSE,TOWNSEND / 4TH AND KING $,24,2,55.0,48,62,29,6.9655172413793105,0.0,16.0
HIgh NB,SAN MATEO,22nd STREET,5,1,23.0,23,23,60,28.583333333333332,0.0,58.0
HIgh NB,SAN MATEO,22nd STREET,6,8,18.5,14,23,60,3.6666666666666665,0.0,9.0
HIgh NB,SAN MATEO,22nd STREET,7,8,18.5,14,23,60,3.6666666666666665,0.0,9.0
HIgh NB,SAN MATEO,22nd STREET,8,8,18.5,14,23,60,3.6666666666666665,0.0,9.0
HIgh NB,SAN MATEO,22nd STREET,9,8,18.5,14,23,60,3.6666666666666665,0.0,9.0
HIgh NB,SAN MATEO,22nd STREET,10,8,18.5,14,23,60,3.8333333333333335,0.0,14.0
HIgh NB,SAN MATEO,22nd STREET,11,2,23.0,23,23,60,18.25,0.0,44.0
HIgh NB,SAN MATEO,22nd STREET,12,2,23.0,23,23,60,18.25,0.0,44.0
HIgh NB,SAN MATEO,22nd STREET,13,2,23.0,23,23,60,18.25,0.0,44.0
HIgh NB,SAN MATEO,22nd STREET,14,2,23.0,23,23,60,18.25,0.0,44.0
HIgh NB,SAN MATEO,22nd STREET,15,2,23.0,23,23,60,18.083333333333332,0.0,44.0
HIgh NB,SAN MATEO,22nd STREET,16,8,18.5,14,23,60,3.6666666666666665,0.0,9.0
HIgh NB,SAN MATEO,22nd STREET,17,8,18.5,14,23,60,3.6666666666666665,0.0,9.0
HIgh NB,SAN MATEO,22nd STREET,18,8,18.5,14,23,60,3.6666666666666665,0.0,9.0
HIgh NB,SAN MATEO,22nd STREET,19,8,18.5,14,23,60,3.6666666666666665,0.0,9.0
HIgh NB,SAN MATEO,22nd STREET,20,8,18.5,14,23,60,3.8333333333333335,0.0,14.0
HIgh NB,SAN MATEO,22nd STREET,21,2,23.0,23,23,60,18.25,0.0,44.0
HIgh NB,SAN MATEO,22nd STREET,22,2,23.0,23,23,60,18.25,0.0,44.0
HIgh NB,SAN MATEO,22nd STREET,23,2,23.0,23,23,60,18.25,0.0,44.0
HIgh NB,SAN MATEO,22nd STREET,24,1,23.0,23,23,14,6.5,0.0,13.0
HIgh NB,SAN MATEO,BAYSHORE,5,1,19.0,19,19,60,28.75,0.0,58.0
HIgh NB,SAN MATEO,BAYSHORE,6,4,18.5,18,19,60,7.0,0.0,14.0
HIgh NB,SAN MATEO,BAYSHORE,7,4,18.5,18,19,60,7.0,0.0,14.0
HIgh NB,SAN MATEO,BAYSHORE,8,4,18.5,18,19,60,7.0,0.0,14.0
HIgh NB,SAN MATEO,BAYSHORE,9,4,18.5,18,19,60,7.0,0.0,14.0
HIgh NB,SAN MATEO,BAYSHORE,10,4,18.5,18,19,60,7.0,0.0,14.0
HIgh NB,SAN MATEO,BAYSHORE,11,2,18.5,18,19,60,18.25,0.0,44.0
HIgh NB,SAN MATEO,BAYSHORE,12,2,18.5,18,19,60,18.25,0.0,44.0
HIgh NB,SAN MATEO,BAYSHORE,13,2,18.5,18,19,60,18.25,0.0,44.0
HIgh NB,SAN MATEO,BAYSHORE,14,2,18.5,18,19,60,18.25,0.0,44.0
HIgh NB,SAN MATEO,BAYSHORE,15,2,18.5,18,19,60,18.25,0.0,44.0
HIgh NB,SAN MATEO,BAYSHORE,16,4,18.5,18,19,60,7.0,0.0,14.0
HIgh NB,SAN MATEO,BAYSHORE,17,4,18.5,18,19,60,7.0,0.0,14.0
HIgh NB,SAN MATEO,BAYSHORE,18,4,18.5,18,19,60,7.0,0.0,14.0
HIgh NB,SAN MATEO,BAYSHORE,19,4,18.5,18,19,60,7.0,0.0,14.0
HIgh NB,SAN MATEO,BAYSHORE,20,4,18.5,18,19,60,7.0,0.0,14.0
HIgh NB,SAN MATEO,BAYSHORE,21,2,18.5,18,19,60,18.25,0.0,44.0
HIgh NB,SAN MATEO,BAYSHORE,22,2,18.5,18,19,60,18.25,0.0,44.0
HIgh NB,SAN MATEO,BAYSHORE,23,2,18.5,18,19,60,18.25,0.0,44.0
HIgh NB,SAN MATEO,BAYSHORE,24,1,18.0,18,18,14,6.5,0.0,13.0
HIgh NB,SAN MATEO,BROADWAY,6,2,4.0,4,4,60,14.5,0.0,29.0
HIgh NB,SAN MATEO,BROADWAY,7,2,4.0,4,4,60,14.5,0.0,29.0
HIgh NB,SAN MATEO,BROADWAY,8,2,4.0,4,4,60,14.5,0.0,29.0
HIgh NB,SAN MATEO,BROADWAY,9,2,4.0,4,4,60,14.5,0.0,29.0
HIgh NB,SAN MATEO,BROADWAY,10,2,4.0,4,4,60,14.5,0.0,29.0
HIgh NB,SAN MATEO,BROADWAY,11,1,4.0,4,4,60,29.5,0.0,59.0
HIgh NB,SAN MATEO,BROADWAY,12,1,4.0,4,4,60,29.5,0.0,59.0
HIgh NB,SAN MATEO,BROADWAY,13,1,4.0,4,4,60,29.5,0.0,59.0
HIgh NB,SAN MATEO,BROADWAY,14,1,4.0,4,4,60,29.5,0.0,59.0
HIgh NB,SAN MATEO,BROADWAY,15,1,4.0,4,4,60,29.5,0.0,59.0
HIgh NB,SAN MATEO,BROADWAY,16,2,4.0,4,4,60,14.5,0.0,29.0
HIgh NB,SAN MATEO,BROADWAY,17,2,4.0,4,4,60,14.5,0.0,29.0
HIgh NB,SAN MATEO,BROADWAY,18,2,4.0,4,4,60,14.5,0.0,29.0
HIgh NB,SAN MATEO,BROADWAY,19,2,4.0,4,4,60,14.5,0.0,29.0
HIgh NB,SAN MATEO,BROADWAY,20,2,4.0,4,4,60,14.5,0.0,29.0
HIgh NB,SAN MATEO,BROADWAY,21,1,4.0,4,4,60,29.5,0.0,59.0
HIgh NB,SAN MATEO,BROADWAY,22,1,4.0,4,4,60,29.5,0.0,59.0
HIgh NB,SAN MATEO,BROADWAY,23,1,4.0,4,4,60,29.5,0.0,59.0
HIgh NB,SAN MATEO,BROADWAY,24,1,4.0,4,4,14,6.5,0.0,13.0
HIgh NB,SAN MATEO,BURLINGAME,5,1,3.0,3,3,60,29.0,0.0,58.0
HIgh NB,SAN MATEO,BURLINGAME,6,2,3.0,3,3,60,14.5,0.0,29.0
HIgh NB,SAN MATEO,BURLINGAME,7,2,3.0,3,3,60,14.5,0.0,29.0
HIgh NB,SAN MATEO,BURLINGAME,8,2,3.0,3,3,60,14.5,0.0,29.0
HIgh NB,SAN MATEO,BURLINGAME,9,2,3.0,3,3,60,14.5,0.0,29.0
HIgh NB,SAN MATEO,BURLINGAME,10,2,3.0,3,3,60,15.0,0.0,59.0
HIgh NB,SAN MATEO,BURLINGAME,11,1,3.0,3,3,60,29.5,0.0,59.0
HIgh NB,SAN MATEO,BURLINGAME,12,1,3.0,3,3,60,29.5,0.0,59.0
HIgh NB,SAN MATEO,BURLINGAME,13,1,3.0,3,3,60,29.5,0.0,59.0
HIgh NB,SAN MATEO,BURLINGAME,14,1,3.0,3,3,60,29.5,0.0,59.0
HIgh NB,SAN MATEO,BURLINGAME,15,1,3.0,3,3,60,29.0,0.0,58.0
HIgh NB,SAN MATEO,BURLINGAME,16,2,3.0,3,3,60,14.5,0.0,29.0
HIgh NB,SAN MATEO,BURLINGAME,17,2,3.0,3,3,60,14.5,0.0,29.0
HIgh NB,SAN MATEO,BURLINGAME,18,2,3.0,3,3,60,14.5,0.0,29.0
HIgh NB,SAN MATEO,BURLINGAME,19,2,3.0,3,3,60,14.5,0.0,29.0
HIgh NB,SAN MATEO,BURLINGAME,20,2,3.0,3,3,60,15.0,0.0,59.0
HIgh NB,SAN MATEO,BURLINGAME,21,1,3.0,3,3,60,29.5,0.0,59.0
HIgh NB,SAN MATEO,BURLINGAME,22,1,3.0,3,3,60,29.5,0.0,59.0
HIgh NB,SAN MATEO,BURLINGAME,23,1,3.0,3,3,59,29.0,0.0,58.0
HIgh NB,SAN MATEO,MILLBRAE,5,1,7.0,7,7,60,28.75,0.0,58.0
HIgh NB,SAN MATEO,MILLBRAE,6,4,7.0,7,7,60,7.0,0.0,14.0
HIgh NB,SAN MATEO,MILLBRAE,7,4,7.0,7,7,60,7.0,0.0,14.0
HIgh NB,SAN MATEO,MILLBRAE,8,4,7.0,7,7,60,7.0,0.0,14.0
HIgh NB,SAN MATEO,MILLBRAE,9,4,7.0,7,7,60,7.0,0.0,14.0
HIgh NB,SAN MATEO,MILLBRAE,10,4,7.0,7,7,60,7.0,0.0,14.0
HIgh NB,SAN MATEO,MILLBRAE,11,2,7.0,7,7,60,18.25,0.0,44.0
HIgh NB,SAN MATEO,MILLBRAE,12,2,7.0,7,7,60,18.25,0.0,44.0
HIgh NB,SAN MATEO,MILLBRAE,13,2,7.0,7,7,60,18.25,0.0,44.0
HIgh NB,SAN MATEO,MILLBRAE,14,2,7.0,7,7,60,18.25,0.0,44.0
HIgh NB,SAN MATEO,MILLBRAE,15,2,7.0,7,7,60,18.25,0.0,44.0
HIgh NB,SAN MATEO,MILLBRAE,16,4,7.0,7,7,60,7.0,0.0,14.0
HIgh NB,SAN MATEO,MILLBRAE,17,4,7.0,7,7,60,7.0,0.0,14.0
HIgh NB,SAN MATEO,MILLBRAE,18,4,7.0,7,7,60,7.0,0.0,14.0
HIgh NB,SAN MATEO,MILLBRAE,19,4,7.0,7,7,60,7.0,0.0,14.0
HIgh NB,SAN MATEO,MILLBRAE,20,4,7.0,7,7,60,7.0,0.0,14.0
HIgh NB,SAN MATEO,MILLBRAE,21,2,7.0,7,7,60,18.25,0.0,44.0
HIgh NB,SAN MATEO,MILLBRAE,22,2,7.0,7,7,60,18.25,0.0,44.0
HIgh NB,SAN MATEO,MILLBRAE,23,2,7.0,7,7,60,18.25,0.0,44.0
HIgh NB,SAN MATEO,MILLBRAE,24,1,7.0,7,7,14,6.5,0.0,13.0
HIgh NB,SAN MATEO,SALESFORCE TRANSIT CENTER (STC) $,5,1,31.0,31,31,60,28.75,0.0,58.0
HIgh NB,SAN MATEO,SALESFORCE TRANSIT CENTER (STC) $,6,4,31.0,31,31,60,7.0,0.0,14.0
HIgh NB,SAN MATEO,SALESFORCE TRANSIT CENTER (STC) $,7,4,31.0,31,31,60,7.0,0.0,14.0
HIgh NB,SAN MATEO,SALESFORCE TRANSIT CENTER (STC) $,8,4,31.0,31,31,60,7.0,0.0,14.0
HIgh NB,SAN MATEO,SALESFORCE TRANSIT CENTER (STC) $,9,4,31.0,31,31,60,7.0,0.0,14.0
HIgh NB,SAN MATEO,SALESFORCE TRANSIT CENTER (STC) $,10,4,31.0,31,31,60,7.0,0.0,14.0
HIgh NB,SAN MATEO,SALESFORCE TRANSIT CENTER (STC) $,11,2,31.0,31,31,60,18.25,0.0,44.0
HIgh NB,SAN MATEO,SALESFORCE TRANSIT CENTER (STC) $,12,2,31.0,31,31,60,18.25,0.0,44.0
HIgh NB,SAN MATEO,SALESFORCE TRANSIT CENTER (STC) $,13,2,31.0,31,31,60,18.25,0.0,44.0
HIgh NB,SAN MATEO,SALESFORCE TRANSIT CENTER (STC) $,14,2,31.0,31,31,60,18.25,0.0,44.0
HIgh NB,SAN MATEO,SALESFORCE TRANSIT CENTER (STC) $,15,2,31.0,31,31,60,18.25,0.0,44.0
HIgh NB,SAN MATEO,SALESFORCE TRANSIT CENTER (STC) $,16,4,31.0,31,31,60,7.0,0.0,14.0
HIgh NB,SAN MATEO,SALESFORCE TRANSIT CENTER (STC) $,17,4,31.0,31,31,60,7.0,0.0,14.0
HIgh NB,SAN MATEO,SALESFORCE TRANSIT CENTER (STC) $,18,4,31.0,31,31,60,7.0,0.0,14.0
HIgh NB,SAN MATEO,SALESFORCE TRANSIT CENTER (STC) $,19,4,31.0,31,31,60,7.0,0.0,14.0
HIgh NB,SAN MATEO,SALESFORCE TRANSIT CENTER (STC) $,20,4,31.0,31,31,60,7.0,0.0,14.0
HIgh NB,SAN MATEO,SALESFORCE TRANSIT CENTER (STC) $,21,2,31.0,31,31,60,18.25,0.0,44.0
HIgh NB,SAN MATEO,SALESFORCE TRANSIT CENTER (STC) $,22,2,31.0,31,31,60,18.25,0.0,44.0
HIgh NB,SAN MATEO,SALESFORCE TRANSIT CENTER (STC) $,23,2,31.0,31,31,60,18.25,0.0,44.0
HIgh NB,SAN MATEO,SALESFORCE TRANSIT CENTER (STC) $,24,1,31.0,31,31,14,6.5,0.0,13.0
HIgh NB,SAN MATEO,SAN BRUNO,5,1,11.0,11,11,60,28.75,0.0,58.0
HIgh NB,SAN MATEO,SAN BRUNO,6,4,10.5,10,11,60,7.0,0.0,14.0
HIgh NB,SAN MATEO,SAN BRUNO,7,4,10.5,10,11,60,7.0,0.0,14.0
HIgh NB,SAN MATEO,SAN BRUNO,8,4,10.5,10,11,60,7.0,0.0,14.0
HIgh NB,SAN MATEO,SAN BRUNO,9,4,10.5,10,11,60,7.0,0.0,14.0
HIgh NB,SAN MATEO,SAN BRUNO,10,4,10.5,10,11,60,7.0,0.0,14.0
HIgh NB,SAN MATEO,SAN BRUNO,11,2,10.5,10,11,60,18.25,0.0,44.0
HIgh NB,SAN MATEO,SAN BRUNO,12,2,10.5,10,11,60,18.25,0.0,44.0
HIgh NB,SAN MATEO,SAN BRUNO,13,2,10.5,10,11,60,18.25,0.0,44.0
HIgh NB,SAN MATEO,SAN BRUNO,14,2,10.5,10,11,60,18.25,0.0,44.0
HIgh NB,SAN MATEO,SAN BRUNO,15,2,10.5,10,11,60,18.25,0.0,44.0
HIgh NB,SAN MATEO,SAN BRUNO,16,4,10.5,10,11,60,7.0,0.0,14.0
HIgh NB,SAN MATEO,SAN BRUNO,17,4,10.5,10,11,60,7.0,0.0,14.0
HIgh NB,SAN MATEO,SAN BRUNO,18,4,10.5,10,11,60,7.0,0.0,14.0
HIgh NB,SAN MATEO,SAN BRUNO,19,4,10.5,10,11,60,7.0,0.0,14.0
HIgh NB,SAN MATEO,SAN BRUNO,20,4,10.5,10,11,60,7.0,0.0,14.0
HIgh NB,SAN MATEO,SAN BRUNO,21,2,10.5,10,11,60,18.25,0.0,44.0
HIgh NB,SAN MATEO,SAN BRUNO,22,2,10.5,10,11,60,18.25,0.0,44.0
HIgh NB,SAN MATEO,SAN BRUNO,23,2,10.5,10,11,60,18.25,0.0,44.0
HIgh NB,SAN MATEO,SAN BRUNO,24,1,10.0,10,10,14,6.5,0.0,13.0
HIgh NB,SAN MATEO,SOUTH SAN FRANCISCO ,5,1,14.0,14,14,60,28.75,0.0,58.0
HIgh NB,SAN MATEO,SOUTH SAN FRANCISCO ,6,4,14.0,14,14,60,7.0,0.0,14.0
HIgh NB,SAN MATEO,SOUTH SAN FRANCISCO ,7,4,14.0,14,14,60,7.0,0.0,14.0
HIgh NB,SAN MATEO,SOUTH SAN FRANCISCO ,8,4,14.0,14,14,60,7.0,0.0,14.0
HIgh NB,SAN MATEO,SOUTH SAN FRANCISCO ,9,4,14.0,14,14,60,7.0,0.0,14.0
HIgh NB,SAN MATEO,SOUTH SAN FRANCISCO ,10,4,14.0,14,14,60,7.0,0.0,14.0
HIgh NB,SAN MATEO,SOUTH SAN FRANCISCO ,11,2,14.0,14,14,60,18.25,0.0,44.0
HIgh NB,SAN MATEO,SOUTH SAN FRANCISCO ,12,2,14.0,14,14,60,18.25,0.0,44.0
HIgh NB,SAN MATEO,SOUTH SAN FRANCISCO ,13,2,14.0,14,14,60,18.25,0.0,44.0
HIgh NB,SAN MATEO,SOUTH SAN FRANCISCO ,14,2,14.0,14,14,60,18.25,0.0,44.0
HIgh NB,SAN MATEO,SOUTH SAN FRANCISCO ,15,2,14.0,14,14,60,18.25,0.0,44.0
HIgh NB,SAN MATEO,SOUTH SAN FRANCISCO ,16,4,14.0,14,14,60,7.0,0.0,14.0
HIgh NB,SAN MATEO,SOUTH SAN FRANCISCO ,17,4,14.0,14,14,60,7.0,0.0,14.0
HIgh NB,SAN MATEO,SOUTH SAN FRANCISCO ,18,4,14.0,14,14,60,7.0,0.0,14.0
HIgh NB,SAN MATEO,SOUTH SAN FRANCISCO ,19,4,14.0,14,14,60,7.0,0.0,14.0
HIgh NB,SAN MATEO,SOUTH SAN FRANCISCO ,20,4,14.0,14,14,60,7.0,0.0,14.0
HIgh NB,SAN MATEO,SOUTH SAN FRANCISCO ,21,2,14.0,14,14,60,18.25,0.0,44.0
HIgh NB,SAN MATEO,SOUTH SAN FRANCISCO ,22,2,14.0,14,14,60,18.25,0.0,44.0
HIgh NB,SAN MATEO,SOUTH SAN FRANCISCO ,23,2,14.0,14,14,60,18.25,0.0,44.0
HIgh NB,SAN MATEO,SOUTH SAN FRANCISCO ,24,1,14.0,14,14,14,6.5,0.0,13.0
HIgh NB,SAN MATEO,TOWNSEND / 4TH AND KING $,5,1,27.0,27,27,60,28.75,0.0,58.0
HIgh NB,SAN MATEO,TOWNSEND / 4TH AND KING $,6,4,27.0,27,27,60,7.0,0.0,14.0
HIgh NB,SAN MATEO,TOWNSEND / 4TH AND KING $,7,4,27.0,27,27,60,7.0,0.0,14.0
HIgh NB,SAN MATEO,TOWNSEND / 4TH AND KING $,8,4,27.0,27,27,60,7.0,0.0,14.0
HIgh NB,SAN MATEO,TOWNSEND / 4TH AND KING $,9,4,27.0,27,27,60,7.0,0.0,14.0
HIgh NB,SAN MATEO,TOWNSEND / 4TH AND KING $,10,4,27.0,27,27,60,7.0,0.0,14.0
HIgh NB,SAN MATEO,TOWNSEND / 4TH AND KING $,11,2,27.0,27,27,60,18.25,0.0,44.0
HIgh NB,SAN MATEO,TOWNSEND / 4TH AND KING $,12,2,27.0,27,27,60,18.25,0.0,44.0
HIgh NB,SAN MATEO,TOWNSEND / 4TH AND KING $,13,2,27.0,27,27,60,18.25,0.0,44.0
HIgh NB,SAN MATEO,TOWNSEND / 4TH AND KING $,14,2,27.0,27,27,60,18.25,0.0,44.0
HIgh NB,SAN MATEO,TOWNSEND / 4TH AND KING $,15,2,27.0,27,27,60,18.25,0.0,44.0
HIgh NB,SAN MATEO,TOWNSEND / 4TH AND KING $,16,4,27.0,27,27,60,7.0,0.0,14.0
HIgh NB,SAN MATEO,TOWNSEND / 4TH AND KING $,17,4,27.0,27,27,60,7.0,0.0,14.0
HIgh NB,SAN MATEO,TOWNSEND / 4TH AND KING $,18,4,27.0,27,27,60,7.0,0.0,14.0
HIgh NB,SAN MATEO,TOWNSEND / 4TH AND KING $,19,4,27.0,27,27,60,7.0,0.0,14.0
HIgh NB,SAN MATEO,TOWNSEND / 4TH AND KING $,20,4,27.0,27,27,60,7.0,0.0,14.0
HIgh NB,SAN MATEO,TOWNSEND / 4TH AND KING $,21,2,27.0,27,27,60,18.25,0.0,44.0
HIgh NB,SAN MATEO,TOWNSEND / 4TH AND KING $,22,2,27.0,27,27,60,18.25,0.0,44.0
HIgh NB,SAN MATEO,TOWNSEND / 4TH AND KING $,23,2,27.0,27,27,60,18.25,0.0,44.0
HIgh NB,SAN MATEO,TOWNSEND / 4TH AND KING $,24,1,27.0,27,27,14,6.5,0.0,13.0
HIgh NB,SANTA CLARA,22nd STREET,5,1,69.0,69,69,13,6.0,0.0,12.0
HIgh NB,SANTA CLARA,ATHERTON,5,1,26.0,26,26,60,29.5,0.0,59.0
HIgh NB,SANTA CLARA,ATHERTON,6,1,26.0,26,26,60,29.5,0.0,59.0
HIgh NB,SANTA CLARA,ATHERTON,7,1,26.0,26,26,60,29.5,0.0,59.0
HIgh NB,SANTA CLARA,ATHERTON,8,1,26.0,26,26,60,29.5,0.0,59.0
HIgh NB,SANTA CLARA,ATHERTON,9,1,26.0,26,26,60,29.5,0.0,59.0
HIgh NB,SANTA CLARA,ATHERTON,10,1,26.0,26,26,60,29.5,0.0,59.0
HIgh NB,SANTA CLARA,ATHERTON,11,1,26.0,26,26,60,29.5,0.0,59.0
HIgh NB,SANTA CLARA,ATHERTON,12,1,26.0,26,26,60,29.5,0.0,59.0
HIgh NB,SANTA CLARA,ATHERTON,13,1,26.0,26,26,60,29.5,0.0,59.0
HIgh NB,SANTA CLARA,ATHERTON,14,1,26.0,26,26,60,29.5,0.0,59.0
HIgh NB,SANTA CLARA,ATHERTON,15,1,26.0,26,26,60,29.5,0.0,59.0
HIgh NB,SANTA CLARA,ATHERTON,16,1,26.0,26,26,60,29.5,0.0,59.0
HIgh NB,SANTA CLARA,ATHERTON,17,1,26.0,26,26,60,29.5,0.0,59.0
HIgh NB,SANTA CLARA,ATHERTON,18,1,26.0,26,26,60,29.5,0.0,59.0
HIgh NB,SANTA CLARA,ATHERTON,19,1,26.0,26,26,60,29.5,0.0,59.0
HIgh NB,SANTA CLARA,ATHERTON,20,1,26.0,26,26,60,29.5,0.0,59.0
HIgh NB,SANTA CLARA,ATHERTON,21,1,26.0,26,26,60,29.5,0.0,59.0
HIgh NB,SANTA CLARA,ATHERTON,22,1,26.0,26,26,60,29.5,0.0,59.0
HIgh NB,SANTA CLARA,ATHERTON,23,1,26.0,26,26,13,6.0,0.0,12.0
HIgh NB,SANTA CLARA,BAYSHORE,5,1,65.0,65,65,13,6.0,0.0,12.0
HIgh NB,SANTA CLARA,BELMONT,5,4,37.0,37,37,60,7.0,0.0,14.0
HIgh NB,SANTA CLARA,BELMONT,6,4,37.0,37,37,60,7.0,0.0,14.0
HIgh NB,SANTA CLARA,BELMONT,7,4,37.0,37,37,60,7.0,0.0,14.0
HIgh NB,SANTA CLARA,BELMONT,8,4,37.0,37,37,60,7.0,0.0,14.0
HIgh NB,SANTA CLARA,BELMONT,9,4,37.0,37,37,60,7.0,0.0,14.0
HIgh NB,SANTA CLARA,BELMONT,10,2,37.0,37,37,60,18.25,0.0,44.0
HIgh NB,SANTA CLARA,BELMONT,11,2,37.0,37,37,60,18.25,0.0,44.0
HIgh NB,SANTA CLARA,BELMONT,12,2,37.0,37,37,60,18.25,0.0,44.0
HIgh NB,SANTA CLARA,BELMONT,13,2,37.0,37,37,60,18.25,0.0,44.0
HIgh NB,SANTA CLARA,BELMONT,14,2,37.0,37,37,60,18.25,0.0,44.0
HIgh NB,SANTA CLARA,BELMONT,15,4,37.0,37,37,60,7.0,0.0,14.0
HIgh NB,SANTA CLARA,BELMONT,16,4,37.0,37,37,60,7.0,0.0,14.0
HIgh NB,SANTA CLARA,BELMONT,17,4,37.0,37,37,60,7.0,0.0,14.0
HIgh NB,SANTA CLARA,BELMONT,18,4,37.0,37,37,60,7.0,0.0,14.0
HIgh NB,SANTA CLARA,BELMONT,19,4,37.0,37,37,60,7.0,0.0,14.0
HIgh NB,SANTA CLARA,BELMONT,20,2,37.0,37,37,60,18.25,0.0,44.0
HIgh NB,SANTA CLARA,BELMONT,21,2,37.0,37,37,60,18.25,0.0,44.0
HIgh NB,SANTA CLARA,BELMONT,22,2,37.0,37,37,60,18.25,0.0,44.0
HIgh NB,SANTA CLARA,BELMONT,23,2,37.0,37,37,28,6.535714285714286,0.0,14.0
HIgh NB,SANTA CLARA,BURLINGAME,5,1,49.0,49,49,13,6.0,0.0,12.0
HIgh NB,SANTA CLARA,CALIFORNIA AVENUE,5,4,19.0,19,19,60,7.0,0.0,14.0
HIgh NB,SANTA CLARA,CALIFORNIA AVENUE,6,4,19.0,19,19,60,7.0,0.0,14.0
HIgh NB,SANTA CLARA,CALIFORNIA AVENUE,7,4,19.0,19,19,60,7.0,0.0,14.0
HIgh NB,SANTA CLARA,CALIFORNIA AVENUE,8,4,19.0,19,19,60,7.0,0.0,14.0
HIgh NB,SANTA CLARA,CALIFORNIA AVENUE,9,4,19.0,19,19,60,7.0,0.0,14.0
HIgh NB,SANTA CLARA,CALIFORNIA AVENUE,10,2,19.0,19,19,60,18.25,0.0,44.0
HIgh NB,SANTA CLARA,CALIFORNIA AVENUE,11,2,19.0,19,19,60,18.25,0.0,44.0
HIgh NB,SANTA CLARA,CALIFORNIA AVENUE,12,2,19.0,19,19,60,18.25,0.0,44.0
HIgh NB,SANTA CLARA,CALIFORNIA AVENUE,13,2,19.0,19,19,60,18.25,0.0,44.0
HIgh NB,SANTA CLARA,CALIFORNIA AVENUE,14,2,19.0,19,19,60,18.25,0.0,44.0
HIgh NB,SANTA CLARA,CALIFORNIA AVENUE,15,4,19.0,19,19,60,7.0,0.0,14.0
HIgh NB,SANTA CLARA,CALIFORNIA AVENUE,16,4,19.0,19,19,60,7.0,0.0,14.0
HIgh NB,SANTA CLARA,CALIFORNIA AVENUE,17,4,19.0,19,19,60,7.0,0.0,14.0
HIgh NB,SANTA CLARA,CALIFORNIA AVENUE,18,4,19.0,19,19,60,7.0,0.0,14.0
HIgh NB,SANTA CLARA,CALIFORNIA AVENUE,19,4,19.0,19,19,60,7.0,0.0,14.0
HIgh NB,SANTA CLARA,CALIFORNIA AVENUE,20,2,19.0,19,19,60,18.25,0.0,44.0
HIgh NB,SANTA CLARA,CALIFORNIA AVENUE,21,2,19.0,19,19,60,18.25,0.0,44.0
HIgh NB,SANTA CLARA,CALIFORNIA AVENUE,22,2,19.0,19,19,60,18.25,0.0,44.0
HIgh NB,SANTA CLARA,CALIFORNIA AVENUE,23,2,19.0,19,19,28,6.535714285714286,0.0,14.0
HIgh NB,SANTA CLARA,HAYWARD PARK,5,1,44.0,44,44,13,6.0,0.0,12.0
HIgh NB,SANTA CLARA,HILLSDALE,5,1,41.0,41,41,13,6.0,0.0,12.0
HIgh NB,SANTA CLARA,LAWRENCE,5,4,5.0,5,5,60,7.0,0.0,14.0
HIgh NB,SANTA CLARA,LAWRENCE,6,4,5.0,5,5,60,7.0,0.0,14.0
HIgh NB,SANTA CLARA,LAWRENCE,7,4,5.0,5,5,60,7.0,0.0,14.0
HIgh NB,SANTA CLARA,LAWRENCE,8,4,5.0,5,5,60,7.0,0.0,14.0
HIgh NB,SANTA CLARA,LAWRENCE,9,4,5.0,5,5,60,7.0,0.0,14.0
HIgh NB,SANTA CLARA,LAWRENCE,10,2,5.0,5,5,60,18.25,0.0,44.0
HIgh NB,SANTA CLARA,LAWRENCE,11,2,5.0,5,5,60,18.25,0.0,44.0
HIgh NB,SANTA CLARA,LAWRENCE,12,2,5.0,5,5,60,18.25,0.0,44.0
