,scenario,departure_station,arrival_station,departure_hour,count_journey_time,mean_journey_time,min_journey_time,max_journey_time,count_wait_time,mean_wait_time,min_wait_time,max_wait_time
691,Existing,Bayshore Caltrain,San Carlos Caltrain,19,1,39.0,39,39,60,29.5,0.0,59.0
692,Existing,Bayshore Caltrain,San Carlos Caltrain,20,1,39.0,39,39,60,29.5,0.0,59.0
693,Existing,Bayshore Caltrain,San Carlos Caltrain,21,1,39.0,39,39,60,29.5,0.0,59.0
694,Existing,Bayshore Caltrain,San Carlos Caltrain,22,1,39.0,39,39,60,41.5,0.0,95.0
695,Existing,Bayshore Caltrain,San Carlos Caltrain,24,1,39.0,39,39,16,7.5,0.0,15.0
696,Existing,Bayshore Caltrain,San Francisco Caltrain,5,1,12.0,12,12,60,26.166666666666668,0.0,51.0
697,Existing,Bayshore Caltrain,San Francisco Caltrain,6,1,12.0,12,12,60,37.75,0.0,74.0
698,Existing,Bayshore Caltrain,San Francisco Caltrain,7,1,16.0,16,16,60,30.7,0.0,63.0
699,Existing,Bayshore Caltrain,San Francisco Caltrain,8,1,15.0,15,15,60,28.1,0.0,53.0
700,Existing,Bayshore Caltrain,San Francisco Caltrain,9,1,13.0,13,13,60,29.166666666666668,0.0,58.0
701,Existing,Bayshore Caltrain,San Francisco Caltrain,10,1,14.0,14,14,60,28.45,0.0,56.0
702,Existing,Bayshore Caltrain,San Francisco Caltrain,11,1,13.0,13,13,60,29.5,0.0,59.0
703,Existing,Bayshore Caltrain,San Francisco Caltrain,12,1,13.0,13,13,60,29.5,0.0,59.0
704,Existing,Bayshore Caltrain,San Francisco Caltrain,13,1,13.0,13,13,60,29.5,0.0,59.0
705,Existing,Bayshore Caltrain,San Francisco Caltrain,14,1,13.0,13,13,60,30.3,0.0,61.0
706,Existing,Bayshore Caltrain,San Francisco Caltrain,15,1,15.0,15,15,60,30.6,0.0,62.0
