departure_hour,Scenario,Station_Name,Ridership_Number,count_journey_time,Hourly_Ridership_uniform,per_train_uniform,Hourly_Ridership_smoothed,per_train_smoothed,lat,lon
6,Ridership_2040_high,Burlingame,29354,12,5870.8,489.23333333333335,2935.4,244.61666666666667,37.579784239598354,-122.34406869702896
6,Ridership_2040_high,California Ave,27437,12,5487.400000000001,457.28333333333336,2743.7000000000003,228.64166666666668,37.428924920324114,-122.14130909428673
6,Ridership_2040_high,Capitol,1810,9,362.0,40.22222222222222,181.0,20.11111111111111,37.28400149341915,-121.84184124217718
6,Ridership_2040_high,Gilroy,183,9,36.6,4.066666666666666,18.3,2.033333333333333,37.004510163602646,-121.56675298501878
6,Ridership_2040_high,Hayward Park,29059,12,5811.8,484.31666666666666,2905.9,242.15833333333333,37.5529445877276,-122.30942618742424
6,Ridership_2040_high,Hillsdale,30452,12,6090.400000000001,507.53333333333336,3045.2000000000003,253.76666666666668,37.54157217114981,-122.30068921820495
6,Ridership_2040_high,Lawrence,16781,12,3356.2000000000003,279.68333333333334,1678.1000000000001,139.84166666666667,37.37054208586365,-121.99678611573393
6,Ridership_2040_high,Menlo Park,26222,12,5244.400000000001,437.03333333333336,2622.2000000000003,218.51666666666668,37.45481747441266,-122.18234505381756
6,Ridership_2040_high,Millbrae,30699,12,6139.8,511.65000000000003,3069.9,255.82500000000002,37.60005813774365,-122.38716357110485
6,Ridership_2040_high,Morgan Hill,406,9,81.2,9.022222222222222,40.6,4.511111111111111,37.12973319634205,-121.650645664784
6,Ridership_2040_high,Mountain View,27833,12,5566.6,463.8833333333334,2783.3,231.9416666666667,37.39445754646227,-122.07593286878692
6,Ridership_2040_high,Palo Alto,29897,12,5979.400000000001,498.28333333333336,2989.7000000000003,249.14166666666668,37.44319218110702,-122.16441235036379
6,Ridership_2040_high,Redwood City,29765,12,5953.0,496.0833333333333,2976.5,248.04166666666666,37.48575969310709,-122.23136195740514
6,Ridership_2040_high,San Antonio,25934,12,5186.8,432.23333333333335,2593.4,216.11666666666667,37.407509282199506,-122.10751724793137
6,Ridership_2040_high,San Bruno,29261,12,5852.200000000001,487.6833333333334,2926.1000000000004,243.8416666666667,37.630742889729746,-122.41180196248293
