departure_hour,Scenario,Station_Name,Hourly_Ridership,Riders_per_train,lat,lon
6,Ridership_2040_moderate,Burlingame,1635.9,136.32500000000002,37.579784239598354,-122.34406869702896
6,Ridership_2040_moderate,California Ave,1137.5,94.79166666666667,37.428924920324114,-122.14130909428673
6,Ridership_2040_moderate,Capitol,49.7,5.522222222222222,37.28400149341915,-121.84184124217718
6,Ridership_2040_moderate,Gilroy,9.9,1.1,37.004510163602646,-121.56675298501878
6,Ridership_2040_moderate,Hayward Park,1711.5,142.625,37.5529445877276,-122.30942618742424
6,Ridership_2040_moderate,Hillsdale,1903.4,158.61666666666667,37.54157217114981,-122.30068921820495
6,Ridership_2040_moderate,Lawrence,528.6,44.050000000000004,37.37054208586365,-121.99678611573393
6,Ridership_2040_moderate,Menlo Park,1775.3000000000002,147.9416666666667,37.45481747441266,-122.18234505381756
6,Ridership_2040_moderate,Millbrae,1669.0,139.08333333333334,37.60005813774365,-122.38716357110485
6,Ridership_2040_moderate,Morgan Hill,19.5,2.1666666666666665,37.12973319634205,-121.650645664784
6,Ridership_2040_moderate,Mountain View,963.9000000000001,80.325,37.39445754646227,-122.07593286878692
6,Ridership_2040_moderate,Palo Alto,1713.2,142.76666666666668,37.44319218110702,-122.16441235036379
6,Ridership_2040_moderate,Redwood City,1953.0,162.75,37.48575969310709,-122.23136195740514
6,Ridership_2040_moderate,San Antonio,993.5,82.79166666666667,37.407509282199506,-122.10751724793137
6,Ridership_2040_moderate,San Bruno,1521.3000000000002,126.77500000000002,37.630742889729746,-122.41180196248293
6,Ridership_2040_moderate,San Carlos,1827.2,152.26666666666668,37.50812619416385,-122.26029797578131
6,Ridership_2040_moderate,San Jose Diridon,362.6,30.21666666666667,37.32973433784033,-121.90337965869688
6,Ridership_2040_moderate,San Mateo,1689.8000000000002,140.8166666666667,37.5681603459612,-122.32391967532075
6,Ridership_2040_moderate,Santa Clara,436.1,36.34166666666667,37.353207282614996,-121.93549376712492
6,Ridership_2040_moderate,South San Francisco,1587.5,132.29166666666666,37.65434311314393,-122.40632367452082
6,Ridership_2040_moderate,Sunnyvale,641.9000000000001,53.491666666666674,37.37884425148521,-122.03140710781794
6,Ridership_2040_moderate,Tamien,110.80000000000001,12.311111111111112,37.31274326682811,-121.88475697613043
6,Ridership_2040_moderate,Transbay,557.0,46.416666666666664,37.789051867125714,-122.39702424974188
7,Ridership_2017_observed,22nd St,1295.25,259.05,37.757576360740146,-122.39241209707016
7,Ridership_2017_observed,4th and King,950.0,190.0,37.77673761681249,-122.39494716886722
7,Ridership_2017_observed,Bayshore,1326.75,265.35,37.707716194010786,-122.40181692100869
7,Ridership_2017_observed,Belmont,2016.0,403.2,37.52120335901958,-122.27624353516848
7,Ridership_2017_observed,Burlingame,1818.25,363.65,37.579784239598354,-122.34406869702896
7,Ridership_2017_observed,California Ave,962.25,192.45,37.428924920324114,-122.14130909428673
7,Ridership_2017_observed,College Park,255.5,51.1,37.34287482384451,-121.91566711874347
7,Ridership_2017_observed,Hayward Park,1928.25,385.65,37.5529445877276,-122.30942618742424
7,Ridership_2017_observed,Hillsdale,2093.25,418.65,37.54157217114981,-122.30068921820495
7,Ridership_2017_observed,Lawrence,373.0,74.6,37.37054208586365,-121.99678611573393
7,Ridership_2017_observed,Menlo Park,1910.75,382.15,37.45481747441266,-122.18234505381756
7,Ridership_2017_observed,Millbrae,1749.25,349.85,37.60005813774365,-122.38716357110485
7,Ridership_2017_observed,Mountain View,862.0,172.4,37.39445754646227,-122.07593286878692
7,Ridership_2017_observed,Palo Alto,1824.25,364.85,37.44319218110702,-122.16441235036379
7,Ridership_2017_observed,Redwood City,2101.75,420.35,37.48575969310709,-122.23136195740514
